city,zhvi,total_pop,med_income,med_age,male,female,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp,murder_mansl,rape,robbery,agg_assault,burglary,lar_theft,car_theft,arson,lat,long
Smithfield,52635.83,573,40000,47.3,237,336,572,0,1,0,0,0,2,571,0,0,0,0,0,0,0,0,40.4733743,-90.2917904
Somonauk,186659.92,4401,77333,45.8,2303,2098,4298,25,33,67,3,35,105,4296,0,0,0,1,3,2,0,0,41.6336414,-88.6811883
Sorento,71029.92,1263,47609,44.4,606,657,1237,2,4,18,0,8,66,1197,0,0,0,0,0,0,0,0,38.998935,-89.5736984
South Beloit,134482.67,10440,61419,36.7,5071,5369,9969,471,78,125,22,221,1099,9341,3,0,4,6,17,80,5,0,42.4930708,-89.0367764
South Elgin,238108.92,23109,93388,36.3,11520,11589,19709,969,165,1591,31,1354,4238,18871,0,13,3,8,12,85,0,0,41.9941938,-88.2922996
South Holland,149038.92,22201,62951,40.8,10368,11833,3768,18020,37,132,6,391,1058,21143,2,19,31,16,89,352,100,0,41.6008681,-87.6069894
South Pekin,71325.67,962,49934,32.8,440,522,959,6,2,3,0,0,3,959,0,0,0,0,9,24,3,0,40.4944838,-89.6517711
South Roxana,59908.75,2172,41250,31.2,1102,1070,1998,196,4,0,0,3,82,2090,0,4,0,3,8,13,4,0,38.8294924,-90.0628834
South Wilmington,119989.08,986,69688,36.7,506,480,986,0,7,3,0,0,53,933,0,0,0,0,0,0,0,0,41.17281,-88.276726
Sparland,128893.83,1448,58516,47.3,738,710,1447,0,14,1,0,0,51,1397,0,0,0,0,0,0,0,0,41.0286474,-89.4384235
Spring Grove,268409.83,9660,88958,44.4,4988,4672,9536,56,54,103,0,45,387,9273,0,0,0,4,3,40,2,0,42.4436308,-88.2364775
Spring Valley,77548.25,5585,49112,40.7,2706,2879,4927,272,47,107,0,394,861,4724,0,1,0,7,11,79,0,0,41.3275352,-89.1998077
Springerton,62359.17,459,52465,27.4,260,199,459,0,1,0,0,0,0,459,0,0,0,0,0,0,0,0,38.1794917,-88.3542124
Springfield,139118.915714286,20130.5714285714,60225.4285714286,41.0285714285714,9575.14285714286,10555.4285714286,15821.7142857143,3937.71428571429,213,636,20.5714285714286,187.142857142857,510.142857142857,19620.4285714286,9,93,216,637,1195,4044,248,40,39.8017171,-89.6437107
Stanford,97693.33,1120,72206,36,653,467,1108,10,7,5,0,5,18,1102,0,0,0,0,0,0,0,0,40.4347608,-89.2178643
Staunton,99809.33,6569,47143,43.7,3399,3170,6563,5,11,16,0,0,13,6556,0,0,0,0,0,0,0,0,39.0122684,-89.7912063
Steger,81217.42,9674,47516,40.9,4819,4855,6482,2517,111,140,40,687,1491,8183,0,5,6,14,48,185,14,1,41.4700348,-87.636432
Sterling,95764.5,21129,53286,43.2,10250,10879,19605,847,222,314,61,980,4448,16681,0,25,3,6,42,373,21,1,41.788642,-89.6962194
Steward,138381.5,701,61667,42.7,392,309,691,6,2,0,0,4,2,699,0,0,0,0,0,0,0,0,41.8478069,-89.0200933
Stewardson,100752.67,1242,62727,37.2,620,622,1223,0,0,19,0,0,3,1239,0,0,0,0,0,0,0,0,39.263096,-88.6297778
Stillman Valley,167828,3085,70304,46.5,1473,1612,3037,0,0,29,0,24,156,2929,0,0,0,0,0,0,0,0,42.1072475,-89.1792706
Stockton,94860.42,3629,46859,41.6,1825,1804,3583,31,18,54,9,27,92,3537,0,0,0,1,5,16,0,1,42.3497355,-90.0067917
Stone Park,167461.92,4923,59022,30.3,2576,2347,2459,173,25,154,0,2179,4360,563,0,0,0,0,0,0,0,0,41.9055862,-87.8836732
Stonefort,108688.58,1424,37250,40.7,757,667,1401,81,11,0,0,0,0,1424,0,0,0,0,0,0,0,0,37.6142165,-88.7081133
Stonington,76948.08,1035,62143,39.8,524,511,1030,0,0,11,0,0,15,1020,0,0,1,0,0,0,0,0,39.6400426,-89.1928608
Strasburg,91892.67,964,75139,44.3,492,472,964,0,4,0,0,0,2,962,0,0,0,0,0,0,0,0,39.3525383,-88.619224
Strawn,70447.67,327,81250,44.5,157,170,325,0,0,0,0,2,23,304,0,0,0,0,0,0,0,0,40.6525346,-88.3964427
Streamwood,210170.75,40437,80039,38.5,20514,19923,26913,1908,293,5579,0,6898,13891,26546,0,0,0,0,0,0,0,0,42.0255827,-88.1784085
Streator,64166.25,19054,48564,44.5,9651,9403,17814,738,221,229,0,333,1560,17494,1,22,1,7,25,270,7,7,41.1208668,-88.835352
Stronghurst,66805.83,1210,51389,44.3,583,627,1208,10,0,0,0,0,7,1203,0,0,0,0,0,0,0,0,40.7469845,-90.9040284
Sublette,119254.83,739,51711,46.3,343,396,728,2,2,2,0,5,29,710,0,0,0,0,0,0,0,0,41.6430884,-89.2278681
Sugar Grove,284040.25,12166,111558,45.5,6172,5994,10961,631,123,365,0,319,846,11320,0,0,0,0,0,0,0,0,41.7614181,-88.443686
Sullivan,108929.75,7956,61096,41.2,3864,4092,7848,110,21,39,0,17,163,7793,0,1,0,45,4,44,1,0,39.599479,-88.6078392
Sumner,39314.92,4598,48438,35,3222,1376,3144,1458,115,48,0,23,370,4228,0,0,0,0,0,0,0,0,38.7169919,-87.8614202
Sycamore,204574.08,22413,73524,37.7,10927,11486,20846,914,109,561,0,453,1647,20766,0,3,2,5,14,155,3,1,41.9889173,-88.6867538
Table Grove,49814.42,671,53750,33.9,329,342,663,1,1,8,0,0,3,668,0,0,0,0,0,0,0,0,40.3642095,-90.4251258
Tallula,97484.83,602,62778,44.3,301,301,602,3,0,0,0,0,9,593,0,0,0,0,0,0,0,0,39.9444932,-89.9373336
Tamaroa,72445.33,1984,55125,47,971,1013,1982,1,21,10,0,1,5,1979,0,0,0,0,0,0,0,0,38.137828,-89.2300807
Tampico,76796.58,1742,49938,30.4,897,845,1737,3,0,0,0,5,14,1728,0,0,0,0,0,0,0,0,41.63031,-89.7862177
Taylorville,90370.33,15787,48085,44.1,8055,7732,15267,485,88,95,61,5,337,15450,0,0,2,5,21,107,6,0,39.548935,-89.294533
Teutopolis,167610.92,4281,80000,37.3,2138,2143,4275,6,0,0,0,3,3,4278,0,0,0,0,0,0,0,0,39.1330967,-88.4719918
Thawville,55992,335,53750,44.4,163,172,295,21,8,0,0,26,73,262,0,0,0,0,0,0,0,0,40.6758683,-88.116155
Thomasboro,84591.83,1310,50368,48.5,630,680,1291,24,1,9,4,0,9,1301,0,0,0,0,0,0,0,0,40.2417001,-88.1842134
Thompsonville,93486.17,2789,57934,39.2,1449,1340,2743,0,50,0,0,11,11,2778,0,0,0,0,0,0,0,0,37.9175489,-88.7622836
Thomson,108777.83,1627,62961,50,880,747,1624,0,0,3,0,0,13,1614,0,0,0,0,0,0,0,0,41.9589158,-90.0992924
Thornton,105274.17,2493,57461,43.7,1179,1314,1974,425,18,63,0,62,293,2200,0,2,2,2,10,25,3,0,41.5680904,-87.6080999
Tilton,51028.83,2199,41503,44,1034,1165,2199,22,10,0,0,0,167,2032,0,4,4,9,11,45,2,0,40.0953144,-87.6475213
Tinley Park,248920.045,32253.5,81831,39.3,15806.5,16447,28574.5,1703.5,57.5,1398.5,5,1087.5,3303,28950.5,0,2,9,12,79,582,33,0,41.5733669,-87.7844944
Tiskilwa,76631.83,1428,47619,47,718,710,1414,13,9,5,0,6,38,1390,0,0,0,0,0,0,0,0,41.2922592,-89.5062042
Toledo,78900.33,2514,62258,43,1293,1221,2441,30,60,15,15,42,45,2469,0,0,0,0,0,0,0,0,39.2736491,-88.2436523
Tolono,146170.25,3831,76591,37.8,1887,1944,3647,148,0,89,0,29,129,3702,0,3,0,2,9,12,2,0,39.9861415,-88.2589387
Toluca,62964.67,1656,54205,50.9,785,871,1615,18,7,10,6,10,203,1453,0,0,0,3,2,7,0,0,41.0022556,-89.133416
Tonica,106838.17,1393,59583,41.9,741,652,1384,0,7,10,0,13,93,1300,0,0,0,0,0,0,0,0,41.2158684,-89.0667489
Topeka,42661.75,540,38750,45.8,276,264,540,16,4,0,0,0,0,540,0,0,0,0,0,0,0,0,40.3303196,-89.9312252
Toulon,75497.5,2090,51591,46.4,1039,1051,2034,32,14,36,0,0,21,2069,0,0,0,0,0,0,0,0,41.0936482,-89.8648284
Tovey,52742.75,514,47813,40.3,275,239,514,0,0,0,0,0,10,504,0,0,0,0,0,0,0,0,39.5889391,-89.4562045
Towanda,168618.5,1348,90294,48.5,643,705,1341,1,5,0,0,6,6,1342,0,0,0,0,0,0,0,0,40.5639242,-88.8989607
Tower Hill,84130,1659,42431,44.7,846,813,1659,0,40,0,0,0,0,1659,0,0,0,0,0,0,0,0,39.3878184,-88.9606321
Tremont,159174,4223,80220,36.6,2116,2107,4121,10,19,98,0,7,58,4165,0,0,0,0,0,0,0,0,40.5275392,-89.4925979
Troy Grove,99365.83,161,65000,30.3,86,75,161,0,0,0,0,0,21,140,0,0,0,0,0,0,0,0,41.4678108,-89.0831383
Tuscola,118078.25,6067,53684,41,3131,2936,5910,43,20,111,28,10,188,5879,0,0,2,26,12,58,4,0,39.7991986,-88.2831038
Union,244814,2077,53500,40.1,988,1089,2074,3,0,0,0,0,34,2043,0,0,0,0,0,0,0,0,42.2330782,-88.5423132
Union Hill,125272,58,62188,24.5,33,25,58,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,41.1075321,-88.1467188
Urbana,129198.67,25253,38425.5,29.85,12792,12461,16575,4420.5,263.5,4415.5,70,269.5,1728,23525,2,24,57,67,198,1012,23,8,40.1105875,-88.2072697
Ursa,113343.5,1204,52083,38.3,610,594,1204,5,0,4,0,0,3,1201,0,0,0,0,0,0,0,0,40.0747682,-91.3673712
Valier,60800.42,653,55625,38.8,314,339,653,0,15,0,0,0,25,628,0,0,0,0,0,0,0,0,38.0153279,-89.0425739
Vandalia,80212.42,10363,45754,39.6,5855,4508,9198,1036,46,56,0,63,394,9969,0,7,1,16,27,127,5,0,38.960601,-89.0936778
Varna,152805.92,1157,64706,56.2,603,554,1120,0,0,8,0,32,48,1109,0,0,0,0,0,0,0,0,41.0364236,-89.2261963
Vermont,51498.58,832,50556,43.6,406,426,815,2,0,4,0,11,11,821,0,0,0,0,0,0,0,0,40.2942106,-90.4279033
Vernon Hills,330956.83,27004,98939,39,13315,13689,19016,1185,176,6667,48,917,3280,23724,0,4,7,4,20,271,4,2,42.2194686,-87.9795188
Verona,164813.5,934,85214,40.8,483,451,927,0,0,0,0,7,67,867,0,0,0,0,0,0,0,0,41.2178109,-88.5014557
Victoria,62609.17,447,48684,53.2,242,205,447,0,4,0,0,0,4,443,0,0,0,0,0,0,0,0,41.0336485,-90.0984504
Vienna,89504,5928,45679,39.4,4005,1923,4419,1483,6,27,0,14,332,5596,0,0,0,0,2,9,3,0,37.4153295,-88.8978435
Villa Grove,78358.58,2709,56818,42.2,1370,1339,2559,64,44,19,0,39,117,2592,0,0,0,0,0,0,0,0,39.8628101,-88.1622654
Villa Park,243959.67,28801,69488,37.9,14226,14575,23324,1850,150,3069,20,1237,6476,22325,0,8,7,12,25,191,16,1,41.8897519,-87.9889543
Viola,95626.42,1469,63382,37,756,713,1460,0,25,11,0,9,35,1434,0,0,0,0,0,0,0,0,41.2030911,-90.5870792
Virden,83891.25,3991,55132,39.8,1967,2024,3977,8,8,6,0,18,25,3966,0,3,0,7,35,88,8,0,39.5008866,-89.7678747
Virginia,86022.75,1978,53889,45.7,943,1035,1919,14,0,45,0,12,66,1912,0,0,0,0,0,0,0,0,39.9511595,-90.2123427
Wadsworth,245661.08,9990,95644,39,5004,4986,7578,1830,0,694,0,212,1280,8710,0,0,0,0,0,0,0,0,42.4286321,-87.9239651
Waggoner,64091,516,51379,44.8,222,294,495,15,0,6,0,0,0,516,0,0,0,0,0,0,0,0,39.3775509,-89.6531496
Walnut,88630,2118,50833,47.6,1076,1042,2118,7,29,5,0,0,61,2057,0,0,0,0,1,3,0,0,41.5567012,-89.5934315
Walnut Hill,86305.67,992,64000,45.4,465,527,992,7,10,0,0,0,0,992,0,0,0,0,0,0,0,0,38.4772714,-89.0434002
Waltonville,95878.33,1061,61250,39.9,533,528,1055,2,2,18,0,0,0,1061,0,0,0,0,0,0,0,0,38.2089389,-89.0389605
Wapella,110235.42,728,55625,43,343,385,728,2,41,0,0,0,4,724,0,0,0,0,0,0,0,0,40.2203145,-88.9620246
Warren,68898.25,1493,56466,49.5,726,767,1457,65,8,16,2,18,32,1461,0,0,0,3,0,0,0,0,42.4963957,-89.9895681
Warrensburg,112289.58,1912,65313,37.6,900,1012,1899,37,62,0,0,0,32,1880,0,1,0,1,1,3,0,0,39.9328162,-89.0620278
Warrenville,236812.17,13448,82106,37.4,6775,6673,11813,726,45,841,9,365,2537,10911,0,6,2,5,11,92,5,0,41.817807,-88.1734021
Warsaw,77346.25,1725,53977,44.9,905,820,1717,0,9,6,0,5,76,1649,0,0,0,0,0,0,0,0,40.359211,-91.4345978
Washburn,79896.5,1787,52688,38.4,940,847,1781,21,15,23,0,0,25,1762,0,0,0,0,0,0,0,0,40.919202,-89.2911973
Washington,152146.08,24974,70785,38.8,11943,13031,24009,669,83,591,10,170,511,24463,0,5,1,24,36,153,4,1,40.7036482,-89.4073123
Wataga,80323.25,1040,53750,48.7,501,539,1012,4,6,8,0,17,29,1011,0,0,0,0,0,0,0,0,41.0253155,-90.2798474
Waterman,167456.83,2029,78092,39.3,928,1101,2008,62,6,13,0,0,154,1875,0,0,0,0,0,0,0,0,41.7716963,-88.7736942
Watseka,75127.58,6948,41330,47.1,3169,3779,6538,55,37,50,24,315,485,6463,0,5,1,3,22,112,2,0,40.7761465,-87.7364218
Watson,88259.58,1443,56012,41.5,728,715,1439,4,6,0,0,1,1,1442,0,0,0,0,0,0,0,0,39.0253213,-88.5697716
Wauconda,240301.58,16612,80529,38.7,8157,8455,14554,141,88,994,0,1168,3365,13247,0,0,0,0,0,0,0,0,42.2589122,-88.1392474
Waukegan,133244.71,48764,51092.5,32.85,24462,24302,28440.5,8969,734,2660,43,9763.5,27580.5,21183.5,0,0,0,0,0,0,0,0,42.3636331,-87.8447938
Waverly,73954.92,2122,46979,37.3,963,1159,2096,23,0,18,0,3,2,2120,0,0,0,0,3,8,0,0,39.5917159,-89.9528847
Wayne,503301.33,2357,132629,50.4,1160,1197,2182,0,0,175,0,0,39,2318,0,0,0,0,1,4,0,0,41.9508609,-88.2422971
Waynesville,72264.25,691,61750,34.6,329,362,691,0,1,0,0,0,0,691,0,0,0,0,0,0,0,0,40.2389277,-89.1231418
Weldon,78492.42,694,56167,50.7,376,318,693,0,30,0,1,0,4,690,0,0,0,0,0,0,0,0,40.1211468,-88.7453497
Wellington,39609,411,58380,34.2,193,218,399,0,0,0,0,12,18,393,0,0,0,0,0,0,0,0,40.5392032,-87.6800257
Wenona,70692.58,1421,58289,39.1,662,759,1409,13,5,0,0,9,48,1373,0,0,0,0,0,0,0,0,41.0525331,-89.0503587
West Brooklyn,124353.5,333,47000,59.2,176,157,333,0,0,0,0,0,2,331,0,0,0,0,0,0,0,0,41.6928094,-89.1470351
West Chicago,242023.5,36129,80058,35.8,18710,17419,28466,799,383,2469,0,4655,16417,19712,2,13,6,13,28,200,17,0,41.8847507,-88.2039607
West Frankfort,68623.42,12167,37052,43,5850,6317,11939,168,146,73,0,0,103,12064,0,0,2,0,95,127,20,2,37.8978275,-88.9314583
West Salem,53275.5,1590,48185,46.9,812,778,1577,47,0,2,0,0,23,1567,0,0,0,0,0,0,0,0,38.5208829,-88.0047565
West Union,70039.92,781,55643,44.3,391,390,781,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,39.2158724,-87.6661375
West York,106173.67,389,79375,43.8,187,202,386,2,0,0,0,1,1,388,0,0,0,0,0,0,0,0,39.1711508,-87.6736375
Westchester,242953,16573,80412,45.7,7835,8738,11695,3065,50,691,125,1491,3575,12998,0,2,9,8,41,126,5,2,41.8505866,-87.8820048
Western Springs,564362.92,13227,161563,41.7,6317,6910,12948,149,46,163,24,56,633,12594,0,0,1,1,13,139,2,2,41.8097533,-87.9006155
Westfield,59285.25,970,54821,45.4,484,486,960,3,3,4,0,3,11,959,0,0,0,0,0,0,0,0,39.4564247,-87.996146
Westmont,302965.25,24529,67598,39.1,11651,12878,18705,1938,160,3640,56,803,3199,21330,0,8,3,8,39,217,14,3,41.7958639,-87.9756175
Westville,67015.67,4284,47679,38.2,2042,2242,4072,94,183,19,2,1,80,4204,0,5,2,7,22,30,6,0,40.0422589,-87.6386322
Wheaton,375121.915,30067.5,101130,37.75,14750,15317.5,26616,1517,181,2306.5,112.5,293,1733,28334.5,0,16,8,15,64,554,11,2,41.8661403,-88.1070127
Wheeler,90716.33,935,64861,34.6,509,426,930,5,0,0,1,0,1,934,0,0,0,0,0,0,0,0,39.0467094,-88.3164319
Wheeling,244433.58,38476,66243,37.3,19722,18754,24056,1499,498,7431,130,5871,11769,26707,1,13,1,12,53,257,12,0,42.1391928,-87.9289591
White Heath,227478.25,1124,88676,50.5,545,579,1121,3,0,0,0,0,0,1124,0,0,0,0,0,0,0,0,40.0861442,-88.5128395
Whittington,87472.08,362,61250,51.8,201,161,362,6,0,0,0,0,0,362,0,0,0,0,0,0,0,0,38.0892162,-88.9028448
Williamsfield,79948.08,870,52500,42.1,403,467,863,7,0,1,0,0,24,846,0,0,0,0,0,0,0,0,40.9225373,-90.0145584
Williamsville,176312.75,1510,86875,38.6,770,740,1503,0,8,0,0,9,8,1502,0,1,0,1,1,1,0,0,39.9542161,-89.5487126
Willisville,42536.08,598,56607,33.5,314,284,591,0,0,7,0,0,0,598,0,0,0,0,0,0,0,0,37.9839401,-89.5895415
Willow Hill,60096,470,35875,53.9,237,233,463,7,0,0,0,0,0,470,0,0,0,0,0,0,0,0,38.9958759,-88.0225349
Willow Springs,292643.17,5370,83505,44.8,2540,2830,4789,183,78,324,0,155,869,4501,0,0,0,4,5,26,0,0,41.7408652,-87.8603343
Willowbrook,527717.67,27903,94060,46.6,13561,14342,21810,2324,0,4310,0,153,1371,26532,0,0,0,0,0,0,0,0,41.457813,-87.5364288
Wilmette,761395.17,27367,154614,45.3,13355,14012,23364,251,37,4369,71,66,794,26573,0,0,0,13,61,186,12,0,42.0722513,-87.7228384
Wilmington,156914.58,11540,61090,46.5,5857,5683,10974,120,167,121,10,309,736,10804,0,0,0,0,0,0,0,0,39.4806831,-90.4867659
Winchester,67218.17,3038,56275,47.7,1477,1561,3012,25,25,0,0,3,7,3031,0,0,0,0,0,0,0,0,39.6297689,-90.4562355
Windsor,78887.42,1912,50721,40.2,991,921,1912,0,18,0,0,0,83,1829,0,0,0,0,0,0,0,0,39.4408693,-88.5947802
Winfield,314165.67,11143,106581,49.2,5620,5523,10444,278,73,509,11,135,461,10682,2,5,0,3,4,25,4,0,41.8616956,-88.1609031
Winnebago,151948,6052,83500,42.3,3005,3047,5825,201,10,49,0,0,77,5975,0,2,0,1,3,25,3,0,42.2661312,-89.2412202
Winnetka,1125064.83,19441,174966,42.9,9433,10008,18096,111,80,1329,57,233,1134,18307,0,2,0,1,15,85,8,0,42.1080834,-87.7358951
Winslow,93419.25,728,53350,38.6,385,343,728,0,0,0,0,0,25,703,0,0,0,0,0,0,0,0,42.4925096,-89.7923428
Winthrop Harbor,175180.17,6803,87446,44.8,3330,3473,6329,148,70,146,0,145,561,6242,0,4,1,7,4,16,3,0,42.4789098,-87.8236841
Granite City,72845.42,42447,49182,41.2,20951,21496,38655,3170,441,250,80,693,2800,39647,1,34,36,148,283,316,130,13,38.7014389,-90.1487199
Grant Park,169774.5,3433,69489,44.3,1728,1705,3374,4,57,0,0,25,346,3087,0,0,0,0,0,0,0,0,41.2411449,-87.6461491
Granville,98325.67,2297,66196,44.9,1170,1127,2273,0,26,13,0,24,139,2158,0,0,0,0,0,0,0,0,41.2611471,-89.2275863
Grayslake,219686.75,36817,87449,40.9,18255,18562,32498,1470,205,2539,62,1236,4190,32627,0,5,3,19,28,134,6,0,42.3444664,-88.041746
Grayville,50902,2186,52404,36.9,1088,1098,2174,30,3,9,0,1,22,2164,0,0,0,0,0,0,0,0,38.257547,-87.9936436
Green Valley,111049.92,1806,57917,42.4,946,860,1796,9,3,0,0,0,25,1781,0,0,0,0,0,0,0,0,40.4075408,-89.6428829
Greenfield,66080,2094,48398,45.3,960,1134,2094,3,5,0,0,0,3,2091,0,0,0,4,2,9,1,0,39.3436577,-90.2126145
Greenup,75258.58,2803,51190,43.8,1398,1405,2781,2,2,13,5,6,0,2803,0,0,0,2,6,22,1,0,39.2478159,-88.1633719
Greenview,88629.25,1479,63063,39,779,700,1471,6,2,0,0,0,40,1439,0,0,0,0,0,0,0,0,40.0831024,-89.7381633
Gridley,112821.08,1865,66667,37.4,890,975,1794,64,12,6,0,17,70,1795,0,0,0,0,0,0,0,0,40.7433682,-88.8814578
Griggsville,70236.42,1894,51932,43.1,923,971,1871,11,12,0,0,8,90,1804,0,0,0,0,0,0,0,0,39.7089362,-90.7245722
Gurnee,243986.5,37172,93028,39.3,18049,19123,28374,3285,430,5463,111,1147,4820,32352,0,17,14,13,53,1007,25,1,42.3702996,-87.9020186
Hamburg,106569.75,429,81750,43.9,231,198,429,0,0,0,0,0,2,427,0,0,0,0,0,0,0,0,39.230048,-90.7176242
Hamel,170550.83,769,66250,30.7,402,367,751,0,0,12,6,0,6,763,0,0,0,0,4,2,1,0,38.8889357,-89.845375
Hamilton,97905.33,3454,51913,46.6,1596,1858,3361,59,46,49,0,0,0,3454,0,0,0,0,0,0,0,0,40.3964333,-91.3390389
Hammond,87010.33,683,49500,40.4,395,288,683,0,11,0,0,0,12,671,0,0,0,0,0,0,0,0,39.7969783,-88.5917296
Hampshire,255261.08,17639,94191,39.7,8593,9046,16646,156,0,706,0,351,1638,16001,0,1,0,10,13,10,0,0,42.0978028,-88.5303643
Hampton,141194.75,1962,68485,40.2,1006,956,1886,116,0,7,0,3,139,1823,0,0,0,2,3,5,1,0,41.5558667,-90.4092971
Hanna City,138343.42,2918,70690,46.1,1437,1481,2888,15,10,19,0,7,181,2737,0,0,0,0,0,0,0,0,40.6917043,-89.7951061
Hanover,91010.75,959,43370,53.4,454,505,904,24,43,4,0,7,11,948,0,0,0,0,0,0,0,0,42.2564051,-90.2795734
Hanover Park,217028.25,38400,74883,33.9,18993,19407,22070,2764,242,6547,52,8049,15347,23053,0,7,12,24,35,147,12,0,41.9994722,-88.1450735
Hardin,94846.33,1443,53100,45.8,722,721,1386,15,3,41,0,20,41,1402,0,0,0,0,0,0,0,0,39.1567149,-90.6178995
Harmon,108810.42,605,49318,46,321,284,578,10,0,5,0,17,20,585,0,0,0,0,0,0,0,0,41.722811,-89.5539905
Harrisburg,71521.75,12662,41756,43.7,6116,6546,12019,752,123,157,58,16,161,12501,0,7,5,37,111,207,7,2,37.7383812,-88.540607
Hartford,62665.83,1829,50179,33.6,919,910,1823,0,3,0,0,6,5,1824,0,1,0,1,2,22,0,0,38.8333815,-90.09594
Hartsburg,92839.08,561,65625,39.1,304,257,561,2,19,0,0,0,17,544,0,0,0,0,0,0,0,0,40.2508762,-89.440933
Harvard,168602.08,13681,58264,34.1,6752,6929,12903,174,72,10,41,772,5605,8076,0,3,0,5,4,58,2,0,42.422241,-88.6137101
Harvel,56289.75,359,63571,44.8,150,209,356,0,6,0,0,10,10,349,0,0,0,0,0,0,0,0,39.3561613,-89.5323151
Harvey,46763.58,28924,30015,36.2,13497,15427,5312,21292,205,569,0,2141,6193,22731,0,0,0,0,0,0,0,0,41.6100344,-87.6467132
Harwood Heights,314278.08,23301,62657,45,11124,12177,20840,230,65,1831,12,598,2498,20803,0,0,0,0,0,0,0,0,41.9672532,-87.8075612
Havana,61587.08,4946,38139,45.5,2442,2504,4910,18,47,16,0,0,20,4926,0,8,2,19,5,50,4,0,40.3000428,-90.0609506
Hazel Crest,112753.17,15387,51742,40.9,7218,8169,2290,13006,75,31,0,51,786,14601,2,7,25,18,85,273,66,1,41.571701,-87.6944915
Hebron,172298.83,2077,63333,42.3,1082,995,1958,53,8,8,0,93,269,1808,0,0,0,0,0,0,0,0,42.4716853,-88.432318
Henderson,73422.25,242,52250,52.5,133,109,233,5,0,0,0,4,12,230,0,0,0,0,0,0,0,0,41.0250376,-90.356239
Hennepin,112362.17,1326,64219,44.3,692,634,1310,22,9,8,0,0,38,1288,0,0,0,0,0,0,0,0,41.2542033,-89.3423112
Henning,42825.58,230,54750,39.9,110,120,230,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,40.3050364,-87.7008567
Henry,78456.33,2754,47259,44.1,1369,1385,2744,0,8,43,34,0,7,2747,0,1,0,4,2,27,1,0,41.1114249,-89.3564776
Herod,122591.58,449,41750,53.5,266,183,446,0,0,3,0,0,0,449,0,0,0,0,0,0,0,0,37.5803268,-88.4361547
Herrick,82752.67,1054,46458,46.2,586,468,1054,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,0,39.2203197,-88.9845172
Herrin,74072.58,13183,42575,40.3,6281,6902,12335,342,142,461,20,131,257,12926,0,5,7,23,92,264,20,1,37.8031056,-89.0275744
Herscher,135731,2180,74444,40.1,1109,1071,2161,64,8,23,5,5,30,2150,0,0,0,0,0,0,0,0,41.0491989,-88.0978262
Hettick,57091.58,604,77898,32.4,271,333,604,0,2,0,0,0,0,604,0,0,0,0,0,0,0,0,39.3550469,-90.037052
Heyworth,163030.58,4614,78565,36,2343,2271,4555,66,14,107,64,11,103,4511,0,0,0,0,0,0,0,0,40.3133698,-88.9736901
Hickory Hills,243770.5,14018,66413,39.2,7219,6799,13251,529,23,96,15,206,2515,11503,1,2,4,9,20,157,12,1,41.7255879,-87.825055
Hidalgo,72573.83,417,53750,43,236,181,413,0,0,4,0,0,0,417,0,0,0,0,0,0,0,0,39.1558732,-88.1469826
Highland Park,533831.83,29734,147973,46.6,14306,15428,27888,547,36,1092,10,685,2178,27556,0,3,2,19,26,150,22,1,42.1816919,-87.8003438
Highwood,321815.5,5366,57563,37.8,2753,2613,4377,243,31,157,0,595,2570,2796,0,1,1,2,0,33,0,0,42.1997468,-87.8092335
Hillsboro,70314.33,8946,53188,40.3,5540,3406,7611,1300,34,52,0,81,293,8653,0,6,1,21,13,58,3,0,39.1611586,-89.4936989
Hillsdale,102355.67,1198,52417,37.3,629,569,1189,14,13,7,0,4,21,1177,0,0,0,0,0,0,1,0,41.6136437,-90.1728998
Hillside,196001.5,8165,53728,40.2,3855,4310,2797,3943,58,82,0,1475,2586,5579,0,0,0,0,0,0,0,0,41.8778084,-87.9028398
Hillview,112841.67,354,36016,35.5,160,194,354,0,0,0,0,0,6,348,0,0,0,0,0,0,0,0,39.4506034,-90.5412356
Hinckley,206620.25,2810,71908,40.4,1327,1483,2738,21,7,32,0,71,156,2654,0,0,0,0,3,17,0,0,41.7689183,-88.640913
Hindsboro,60189.25,745,62865,36.3,362,383,732,11,0,6,0,0,28,717,0,0,0,0,0,0,0,0,39.6850336,-88.1336515
Hinsdale,982351.83,18402,183500,41.8,9150,9252,15999,244,14,2294,0,175,794,17608,0,2,0,0,23,60,15,0,41.8008642,-87.9370052
Hoffman Estates,301039.165,24658.5,97144,39.1,12160.5,12498,14246,1476.5,170.5,6855.5,19.5,2827,4244,20414.5,1,14,9,24,45,349,23,0,42.0428052,-88.079795
Homer,108426.92,1999,63295,42,1098,901,1997,0,2,0,0,0,5,1994,0,0,0,0,0,0,0,0,40.0347569,-87.9580892
Homer Glen,341589.5,22961,103058,44.4,11777,11184,21811,250,51,675,0,460,1449,21512,0,1,2,6,31,107,11,1,41.6000318,-87.9381112
Hometown,133647.75,4308,49359,38.7,1961,2347,4096,110,5,7,0,147,699,3609,0,0,2,1,3,12,0,0,41.7344774,-87.731441
