city,zhvi,total_pop,med_income,med_age,male,female,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp,murder_mansl,rape,robbery,agg_assault,burglary,lar_theft,car_theft,arson,lat,long
Malden,71446.67,393,41333,42.6,211,182,376,0,0,0,0,21,24,369,0,0,0,0,0,0,0,0,41.4244797,-89.3692566
Malta,144915.67,1692,68250,42.2,897,795,1673,14,17,5,0,7,180,1512,0,0,0,0,0,2,0,0,41.929751,-88.8609238
Manhattan,248321.92,10531,91700,34.3,5375,5156,10324,38,25,66,0,132,488,10043,0,0,0,2,4,20,2,0,41.4225316,-87.9858863
Manito,98991.33,3767,63387,45.7,1889,1878,3716,69,17,7,6,5,66,3701,0,0,0,0,0,0,0,0,40.4258736,-89.7792762
Manlius,56989.33,257,52000,43.3,150,107,257,0,2,0,0,0,20,237,0,0,0,0,0,0,0,0,41.456424,-89.6689875
Mansfield,136921.75,1197,62143,44.7,585,612,1197,1,23,0,0,5,56,1141,0,0,0,0,0,0,0,0,40.211422,-88.5061721
Manteno,206775,11803,59240,43.8,6079,5724,11350,354,0,195,0,52,744,11059,0,4,0,5,18,139,2,0,41.2505881,-87.8314324
Maple Park,255532.33,4024,89205,42.7,1974,2050,3933,81,27,37,0,21,131,3893,0,1,0,0,2,6,0,0,41.9075282,-88.5992494
Mapleton,171870.08,4138,94688,42.9,2071,2067,4104,13,0,0,9,24,68,4070,0,0,0,0,0,0,0,0,40.5664276,-89.7317726
Maquon,72276.75,669,56354,54.3,341,328,669,0,0,0,0,0,21,648,0,0,0,0,0,0,0,0,40.798927,-90.1656764
Marengo,235011.58,12345,85133,44.7,6113,6232,11986,180,35,54,0,237,1722,10623,0,2,0,1,8,43,3,0,42.2486332,-88.6084269
Marietta,47679.42,385,72992,56.2,210,175,359,26,1,0,0,0,1,384,0,0,0,0,0,0,0,0,40.5011518,-90.3926259
Marine,160762.5,1671,72533,41,860,811,1648,0,0,27,0,8,41,1630,0,0,0,1,1,1,0,0,38.7864361,-89.7775939
Marion,111241.75,28201,51532,41.6,14573,13628,25919,2424,215,255,24,195,697,27504,0,0,0,0,0,0,0,0,37.7306054,-88.9331256
Mark,61886.5,245,77708,47.7,117,128,245,0,0,0,0,0,4,241,0,0,0,0,0,0,0,0,41.2644805,-89.2500869
Markham,79215.83,12271,38978,36.5,5652,6619,1937,9840,60,112,0,441,1162,11109,0,0,0,0,0,0,0,0,41.5936453,-87.6947699
Maroa,99530.67,2413,68953,39.6,1323,1090,2389,37,189,13,0,0,22,2391,0,0,0,1,6,15,1,0,40.0364257,-88.957026
Marseilles,118917.25,7999,59147,41.3,3791,4208,7856,38,31,38,4,73,293,7706,0,2,3,3,16,37,5,2,41.3308666,-88.7081293
Marshall,106755.5,6786,55951,42.8,3416,3370,6617,41,49,85,0,122,163,6623,0,0,0,4,3,19,3,0,39.3914252,-87.6936384
Martinsville,69229.33,2814,52962,42.8,1385,1429,2803,43,13,4,0,0,18,2796,0,0,0,1,1,4,0,0,39.3355924,-87.8819761
Martinton,98836.17,825,70179,48.4,444,381,808,8,7,2,0,13,29,796,0,0,0,0,0,0,0,0,40.9158671,-87.7253124
Maryville,213146.25,8008,70141,45.1,4033,3975,7465,389,88,250,0,0,230,7778,0,0,2,7,10,38,5,0,38.7236594,-89.9559348
Mason,86864.92,1678,55719,38.9,881,797,1664,18,5,0,4,0,0,1678,0,0,0,0,0,0,0,0,38.9531001,-88.6236615
Mason City,64378.17,3061,42472,44.5,1532,1529,2960,71,13,9,0,21,21,3040,0,7,0,4,6,19,1,0,40.2022663,-89.6981639
Matherville,76926.67,743,59750,33.6,359,384,730,0,2,17,0,1,81,662,0,0,0,0,0,0,0,0,41.2597571,-90.6079133
Matteson,168761.58,21554,73544,42.8,9874,11680,4938,16210,192,499,24,335,1091,20463,0,0,0,0,0,0,0,0,41.5039235,-87.7131018
Mattoon,73881.5,21840,44797,41,10711,11129,21317,547,76,59,8,67,384,21456,0,17,1,81,102,179,0,4,39.4830897,-88.3728255
Maywood,163066.75,23810,48600,36.4,11498,12312,4044,16391,355,213,0,3371,6510,17300,4,20,57,54,120,345,105,4,41.8791979,-87.8431155
Mazon,156388.42,1721,73438,36.6,902,819,1695,0,0,31,0,0,99,1622,0,0,0,0,0,0,0,0,41.2414217,-88.4195101
Mechanicsburg,126944.33,1169,65962,43.5,590,579,1166,12,0,0,0,0,13,1156,0,0,0,0,0,0,0,0,39.8094911,-89.3973121
Media,74302.08,322,43864,48.5,133,189,322,0,3,0,0,0,21,301,0,0,0,0,0,0,0,0,40.7750395,-90.8320824
Medinah,345948,2502,105644,42.5,1316,1186,2240,11,0,245,0,6,0,2502,0,0,0,0,0,0,0,0,41.9814174,-88.0511813
Medora,114393.42,1082,58239,52.7,518,564,1079,0,0,0,3,0,0,1082,0,0,0,0,0,0,0,0,39.1744908,-90.1431654
Melrose Park,202663.835,23506,55381,35,11994.5,11511.5,15897,1151.5,196,351.5,6.5,6319.5,16107.5,7398.5,0,7,27,51,68,176,72,4,41.9005865,-87.8567277
Melvin,49701.83,686,51875,34.9,339,347,676,1,4,12,0,2,32,654,0,0,0,0,0,0,0,0,40.5675346,-88.2478272
Mendon,94355.08,1879,59659,45.8,979,900,1854,25,0,0,0,0,49,1830,0,0,0,0,0,0,0,0,40.0883795,-91.2837565
Mendota,100705.17,8763,58845,40.2,4476,4287,8310,109,36,139,21,313,2145,6618,0,7,0,3,14,41,6,0,41.5472547,-89.1175851
Meredosia,56543.67,1359,43466,47.7,639,720,1337,3,3,12,10,12,2,1357,0,0,0,0,0,0,0,0,39.8311579,-90.5595708
Metamora,214191.25,11950,88233,41.8,5873,6077,11793,97,88,213,0,19,142,11808,0,0,0,0,0,0,0,0,40.7905919,-89.3606433
Metcalf,33546.75,238,38333,46,121,117,238,0,0,0,0,13,13,225,0,0,0,0,0,0,0,0,39.8011461,-87.8072504
Metropolis,74383.58,10959,42731,43.4,5087,5872,10353,730,56,106,0,44,311,10648,0,7,2,24,68,273,18,1,37.1511655,-88.7319979
Middletown,68052,613,70114,43.1,314,299,611,0,29,2,0,0,3,610,0,0,0,0,0,0,0,0,40.1003246,-89.5909378
Midlothian,158434.08,25930,60784,43,12626,13304,22368,2146,192,690,33,1048,4600,21330,1,1,19,5,64,236,30,0,41.6253116,-87.7175491
Milan,121307.33,10621,56832,45.7,5037,5584,10118,407,80,72,41,135,573,10048,0,0,1,16,31,62,5,0,41.453089,-90.5720803
Milford,63050.17,2449,47422,46.2,1239,1210,2350,16,3,2,17,95,196,2253,0,0,0,0,0,0,0,0,40.6283696,-87.6961395
Mill Shoals,61879.08,330,52250,49.4,150,180,328,0,2,0,0,0,1,329,0,0,0,0,0,0,0,0,38.2486586,-88.3467125
Millbrook,266993.42,116,71250,36.8,56,60,116,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,41.5983635,-88.5528521
Milledgeville,91543.08,1688,58315,40.1,937,751,1670,66,28,0,0,6,81,1607,0,0,0,1,4,5,0,0,41.9633615,-89.7745604
Millington,208593.08,647,66932,39,379,268,647,0,0,0,0,0,34,613,0,0,0,0,0,0,0,0,41.5625305,-88.5984075
Milton,48529.5,232,35750,51.5,110,122,231,0,1,0,0,1,1,231,0,0,0,0,0,0,0,0,39.5644921,-90.6504043
Mineral,56570.25,376,46250,45.2,196,180,371,2,5,0,3,0,0,376,0,0,0,0,0,0,0,0,41.3825354,-89.8364934
Minier,112873,1529,65268,43.8,760,769,1515,4,14,0,0,0,66,1463,0,0,0,0,0,0,0,0,40.4336504,-89.3131465
Minonk,79760.17,2519,65208,40.3,1213,1306,2472,34,0,16,0,27,39,2480,0,0,0,0,2,15,3,0,40.9044778,-89.0345224
Minooka,212605.75,14220,75485,33.8,6775,7445,13204,355,34,177,17,666,2395,11825,0,0,0,0,0,0,0,0,41.4553084,-88.2617305
Modesto,68399.75,445,55278,49.9,209,236,437,8,0,0,0,2,2,443,0,0,0,0,0,0,0,0,39.4783816,-89.982051
Mokena,293471.75,26710,104327,40.4,13600,13110,25650,377,129,675,22,376,1498,25212,0,2,4,5,31,240,24,0,41.5261437,-87.8892189
Moline,105564,43706,52635,39.9,21526,22180,38136,3419,359,1323,19,1767,7283,36423,2,33,24,169,190,780,80,8,41.5067003,-90.5151342
Momence,112642.25,5846,60331,43,3289,2557,5204,478,59,17,0,398,839,5007,0,0,1,3,13,26,6,1,41.1667001,-87.662815
Monee,206345.08,9400,74568,44.4,4498,4902,7323,1559,0,354,0,405,785,8615,0,0,0,0,0,0,0,0,41.420034,-87.7417115
Monmouth,78869.33,11521,43568,36.1,5439,6082,9961,543,172,411,0,704,1553,9968,0,1,4,26,40,160,12,2,40.9114271,-90.6473576
Monroe Center,135669.67,821,60000,55.7,439,382,817,4,3,2,0,3,38,783,0,0,0,0,0,0,0,0,42.0983583,-89.000655
Montgomery,201671.92,28451,78193,32.5,13971,14480,23143,2009,309,961,18,3433,8991,19460,0,2,5,10,20,262,5,2,41.730585,-88.3459048
Monticello,169863.67,7884,75665,41.8,3763,4121,7722,90,89,86,0,57,113,7771,0,0,0,11,4,24,0,1,40.0278116,-88.5733979
Montrose,72808.42,1290,64167,36.5,677,613,1275,0,0,12,0,3,17,1273,0,0,0,0,0,0,0,0,39.1653182,-88.3792116
Morris,194058.17,20460,72122,42.8,10200,10260,19741,444,102,182,6,335,1698,18762,0,4,5,7,13,212,13,0,41.357254,-88.4211785
Morrison,109525,7007,57250,46.2,3488,3519,6923,41,0,88,8,24,86,6921,0,2,0,8,12,48,1,0,41.809751,-89.9651186
Morrisonville,87261.42,1624,62350,40.7,794,830,1617,15,7,0,7,0,47,1577,0,0,0,0,0,5,0,0,39.4200501,-89.4556486
Morton,186901.92,17787,76797,42.8,8457,9330,17225,248,31,258,9,95,529,17258,0,4,1,13,27,74,2,0,40.6128161,-89.4592609
Morton Grove,331733.25,23256,85476,47.4,11532,11724,14791,713,16,7566,17,571,1452,21804,0,2,2,6,55,218,12,0,42.0405853,-87.7825621
Mossville,86537.83,146,32857,34.6,60,86,146,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,40.8155926,-89.5678728
Mount Auburn,73896.58,926,65667,40.9,482,444,921,15,0,0,0,0,0,926,0,0,0,0,0,0,0,0,39.766154,-89.2617488
Mount Carmel,87014.83,9824,50372,44.2,4799,5025,9552,126,59,191,0,52,230,9594,0,0,0,17,21,102,0,0,38.4108801,-87.7614174
Mount Carroll,93557.33,2612,49375,52.4,1244,1368,2565,22,0,17,0,15,51,2561,0,0,0,0,0,0,0,0,42.0950233,-89.9781797
Benson,82697.58,676,71500,35.3,353,323,663,13,0,0,0,0,0,676,0,0,0,0,0,0,0,0,40.8505901,-89.1223021
Benton,65717,10905,42652,43.7,5329,5576,10594,132,26,191,21,41,253,10652,0,0,0,0,0,0,0,0,37.9967163,-88.9200685
Berkeley,199046,5161,64934,40.3,2585,2576,2787,1491,70,210,57,651,1906,3255,0,1,1,3,6,40,3,0,41.8889194,-87.9033956
Berwyn,226024.58,63554,60814,35.5,31612,31942,37987,4595,612,2431,65,19998,39477,24077,1,54,54,82,99,629,90,6,41.8505874,-87.7936685
Bethalto,127912,11357,67535,41.1,5709,5648,11051,177,45,183,13,55,162,11195,0,0,1,4,15,62,4,0,38.9092138,-90.0406608
Bethany,87945.92,1833,59408,43.5,858,975,1833,0,2,0,0,0,1,1832,0,0,1,0,7,4,0,0,39.6455916,-88.7381252
Big Rock,250175.75,1932,88750,35.7,1107,825,1902,8,24,8,8,4,45,1887,0,0,0,0,0,0,0,0,41.7639181,-88.5470219
Biggsville,78875.92,542,47500,56.2,249,293,536,0,4,6,0,0,0,542,0,0,0,0,0,0,0,0,40.8536498,-90.8648617
Bishop Hill,70577.33,114,47500,59,46,68,112,2,0,1,0,0,0,114,0,0,0,0,0,0,0,0,41.2017036,-90.1190054
Bismarck,111396.25,1074,57083,43.9,531,543,1023,29,0,9,0,15,41,1033,0,0,0,0,0,0,0,0,40.2639253,-87.6080755
Blandinsville,52221.83,1121,50078,44.1,574,547,1115,20,4,0,0,0,0,1121,0,0,0,0,0,0,0,0,40.556152,-90.8659692
Bloomingdale,315705,22766,85887,43.3,10740,12026,18348,880,185,3242,79,391,2754,20012,0,1,5,26,36,448,4,0,41.9575285,-88.0809036
Bloomington,159183.96,36493.5,66419,34.75,18076.5,18417,29122,3823,214.5,3511.5,16.5,757,2372.5,34121,9,68,37,225,196,909,88,5,40.4842027,-88.9936873
Blue Island,118867,25256,43504,33.6,12482,12774,12796,7400,609,349,0,5150,12740,12516,1,10,32,50,68,168,52,0,41.6572562,-87.6800486
Blue Mound,94254.67,1767,49167,35.4,798,969,1752,15,66,13,0,0,10,1757,0,0,0,0,0,0,0,0,39.7011516,-89.1231356
Bluford,88209.58,1945,53125,39.2,936,1009,1931,34,12,0,3,6,11,1934,0,0,0,0,0,0,0,0,38.3308817,-88.7258912
Bolingbrook,244200.625,37224,97642.5,35.3,18546,18678,19590,8197.5,234,5099.5,23,6109,9471.5,27752.5,1,23,17,71,60,477,55,3,41.6986416,-88.0683955
Bondville,116035.33,259,61250,45.5,133,126,256,0,1,5,0,0,27,232,0,0,0,0,0,0,0,0,40.1133655,-88.3694996
Bonfield,203333.42,1409,72266,53,726,683,1338,31,72,2,0,8,41,1368,0,0,0,0,0,0,0,0,41.1466986,-88.0578276
Bonnie,63361,1198,47614,46.1,593,605,1194,12,8,2,0,1,15,1183,0,0,0,0,0,0,0,0,38.2028273,-88.9033993
Bourbonnais,195063.58,29969,68512,34.4,13951,16018,26505,3071,58,641,31,350,2240,27729,0,7,2,24,16,130,8,1,41.1416991,-87.8750429
Bowen,54884.42,545,53672,42.4,294,251,539,6,0,0,0,0,0,545,0,0,0,0,0,0,0,0,40.2333789,-91.0626375
Braceville,131845.92,1696,60972,37.9,898,798,1677,6,23,8,3,9,97,1599,0,0,0,0,0,0,0,0,41.2269765,-88.2647833
Bradford,70070.33,1300,55417,44.4,667,633,1274,24,0,7,0,2,25,1275,0,0,0,0,0,0,0,0,41.1772594,-89.6575977
Bradley,111260.17,10121,55152,33.5,4997,5124,9177,481,12,68,14,425,1356,8765,0,3,3,11,31,403,8,2,41.1419768,-87.8611535
Braidwood,162155.67,5649,65559,39.3,3049,2600,5610,54,114,7,0,13,258,5391,0,5,0,6,9,33,3,2,41.2650318,-88.2122823
Bridgeport,46313.75,3281,49704,42.7,1608,1673,3278,0,3,0,0,0,29,3252,0,0,0,0,0,0,0,0,38.7058806,-87.7600285
Bridgeview,207629.58,16479,53893,36.5,7780,8699,13871,754,146,1121,56,958,3748,12731,0,3,8,19,31,270,18,1,41.7500323,-87.8042216
Brighton,127365,6426,75650,44.4,3366,3060,6414,63,28,0,0,20,80,6346,0,0,0,1,1,3,1,0,39.0397688,-90.1406643
Brimfield,180531.92,3274,83929,44.1,1769,1505,3229,67,2,0,0,13,8,3266,0,0,0,0,0,0,0,0,40.838926,-89.8864976
Broadlands,96571.25,458,56667,44.4,229,229,453,1,1,4,0,0,4,454,0,0,0,0,0,0,0,0,39.9086455,-87.9942016
Broadview,178354.67,7829,49236,46,3920,3909,1416,6165,0,414,230,24,268,7561,0,2,12,5,28,278,24,0,41.8639201,-87.8533931
Brocton,39918.92,771,58333,34.9,396,375,771,0,0,11,0,0,16,755,0,0,0,0,0,0,0,0,39.7155902,-87.9325327
Brookfield,245299.08,18880,81033,39,8596,10284,16234,1093,146,514,0,1368,4319,14561,0,0,0,0,0,0,0,0,41.8239203,-87.8517253
Brookport,68111.33,2365,35893,46.8,1123,1242,2064,336,9,2,0,0,93,2272,0,0,0,1,2,9,0,1,37.1236664,-88.6303267
Browning,136470.71,463,43393,50.9,225,238,463,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,40.1289355,-90.3720685
Browns,41755.7,263,45833,53.4,130,133,263,0,2,0,0,0,0,263,0,0,0,0,0,0,0,0,38.3769927,-87.9830886
Brownstown,74844.33,2108,48036,36.6,1066,1042,2108,0,7,5,0,0,0,2108,0,0,0,0,0,0,0,0,38.995878,-88.9528394
Brussels,115646.17,693,55833,49.3,345,348,693,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,38.9494939,-90.5887314
Bryant,52756.42,230,53750,54.3,119,111,230,0,1,9,0,0,0,230,0,0,0,0,0,0,0,0,40.4661513,-90.0917851
Buckingham,127442.67,529,77600,36.2,254,275,524,2,0,4,0,1,15,514,0,0,0,0,0,0,0,0,41.0469767,-88.1753289
Buckley,67385.5,777,47955,48.8,422,355,762,7,0,0,0,8,32,745,0,0,0,0,0,0,0,0,40.5969794,-88.0380959
Buckner,50535.5,408,30556,46.1,215,193,408,0,11,0,0,0,3,405,0,0,0,0,0,0,0,0,37.9831056,-89.0161841
Buda,50763.75,885,46023,44.6,441,444,855,0,0,30,0,0,0,885,0,0,0,0,0,0,0,0,41.3261476,-89.6789874
Buffalo,114886.17,1010,67750,47.2,530,480,971,13,2,13,0,26,28,982,0,0,0,0,0,0,0,0,39.852547,-89.4087032
Buffalo Grove,343322.25,41392,111548,41.8,20239,21153,30252,1130,350,9397,88,1042,2260,39132,0,2,1,4,42,216,10,0,42.1514146,-87.959794
Bulpitt,40932.67,199,50938,39.5,93,106,196,0,0,3,0,0,6,193,0,0,0,0,0,0,0,0,39.5917159,-89.4239811
Buncombe,99464,1338,41458,34.3,597,741,1325,10,8,2,0,0,11,1327,0,0,0,0,0,0,0,0,37.4714403,-88.9770151
Bunker Hill,102309.58,4131,62697,44.6,1967,2164,4056,35,36,0,0,58,58,4073,0,0,0,1,5,16,1,1,39.0428239,-89.951769
Burbank,210856.58,28908,60095,38.2,14464,14444,24666,930,88,774,28,3091,8974,19934,0,5,21,34,38,184,20,3,41.7339215,-87.7794981
Mount Morris,83739.5,3674,52313,45.2,1707,1967,3652,35,0,16,0,22,82,3592,0,0,1,0,3,13,0,0,42.0503062,-89.4312201
Mount Olive,62820.75,3088,53361,45.4,1548,1540,3040,19,8,22,0,8,12,3076,0,0,0,1,1,21,0,0,39.072269,-89.7273148
Mount Prospect,335741.5,55250,73686,39.6,27755,27495,43000,1780,655,7432,49,3865,9331,45919,0,7,11,14,55,486,17,3,42.0664167,-87.9372908
Mount Pulaski,98329.58,2514,70341,42.4,1178,1336,2514,1,113,0,0,0,7,2507,0,0,0,0,1,0,0,0,40.0108767,-89.282314
Mount Vernon,90432.17,23586,44120,41.7,11247,12339,20689,2876,192,423,10,85,564,23022,0,27,18,183,168,585,20,7,38.3172715,-88.9031201
Moweaqua,99245.83,2778,64079,44.1,1310,1468,2745,40,4,7,0,13,19,2759,0,3,0,0,6,4,3,0,39.6247614,-89.0189684
Mulkeytown,74853.5,1977,52773,48.4,1010,967,1957,3,28,0,4,0,18,1959,0,0,0,0,0,0,0,0,37.9708835,-89.1114662
Muncie,63831.33,195,32500,37.9,106,89,195,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,40.1155911,-87.844751
Mundelein,240040.42,37208,93108,37.2,18979,18229,30081,737,159,4444,48,2756,11902,25306,0,15,1,11,22,148,13,1,42.263079,-88.0039653
Murphysboro,98585.5,15260,43865,41.5,7253,8007,13577,1607,94,167,0,244,387,14873,0,9,4,40,82,144,5,0,37.7644952,-89.3350888
Murrayville,80059.33,1251,52955,52.3,585,666,1231,0,5,15,0,0,3,1248,0,0,0,0,0,0,0,0,39.5856024,-90.2520645
Naperville,411188.75,41451.75,121516.75,39.25,20379.5,21072.25,31278,2553,228.25,8133.5,42.25,443.25,2501.5,38950.25,0,0,0,0,0,0,0,0,41.7858629,-88.1472893
Nauvoo,96200.67,1592,48750,50.9,853,739,1570,10,17,12,0,9,26,1566,0,0,0,0,0,0,0,0,40.550042,-91.3848749
Nebo,46830.42,754,41563,52.6,391,363,750,6,0,11,0,1,7,747,0,0,0,0,0,0,0,0,39.4425478,-90.7909612
Neoga,103757.75,3615,51386,44,1771,1844,3581,46,17,29,0,0,69,3546,0,1,1,1,2,9,1,0,39.3194817,-88.4528261
Neponset,52108.25,835,71667,43.4,443,392,808,4,3,3,0,17,19,816,0,0,0,0,0,0,0,0,41.29587,-89.7903802
New Berlin,154637,2883,72000,37.8,1440,1443,2856,34,9,6,0,0,11,2872,0,0,0,0,4,3,1,0,39.7253276,-89.9106632
New Boston,75687.33,1198,49063,45,617,581,1183,25,5,1,0,9,34,1164,0,0,0,0,0,0,0,0,41.1703108,-90.9968113
New Burnside,106500,237,42250,51.1,116,121,237,0,3,0,0,0,9,228,0,0,0,0,0,0,0,0,37.579217,-88.770894
New Canton,57429.42,465,42813,48.8,231,234,439,0,1,26,0,0,0,465,0,0,0,0,0,0,0,0,39.6361576,-91.0959713
New Douglas,127314.67,1333,82321,40.8,625,708,1292,13,1,0,0,29,33,1300,0,0,0,0,0,0,0,0,38.9700463,-89.6664793
New Haven,56518.08,506,43281,45.8,229,277,489,27,0,0,0,12,8,498,0,0,0,0,0,0,0,0,37.9086568,-88.1292021
New Holland,75920.5,487,67083,39.8,216,271,480,0,21,1,0,4,6,481,0,0,0,0,0,0,0,0,40.1847671,-89.580938
New Lenox,291395.25,34945,108154,38.7,17167,17778,34238,340,91,372,29,335,2296,32649,0,13,7,15,17,272,10,1,41.5119761,-87.9656098
New Salem,68406.75,475,24931,36.9,188,287,475,53,0,0,0,0,0,475,0,0,0,0,0,0,0,0,39.7075473,-90.8476304
Newark,244833.5,3660,85179,36.6,1878,1782,3639,27,76,8,0,1,99,3561,0,0,0,0,0,0,0,0,41.536975,-88.5834068
Newman,58205.75,1045,58177,51.1,482,563,1027,0,13,1,0,6,24,1021,0,0,0,0,0,0,0,0,39.7986455,-87.9858677
Newton,70094.25,5565,50754,43.7,2654,2911,5457,60,36,0,0,43,19,5546,0,2,0,3,11,12,3,0,38.9908766,-88.1625389
Niantic,86744,575,57500,49.5,312,263,571,6,0,0,0,0,0,575,0,0,0,0,0,0,0,0,39.8539297,-89.1661942
Niles,330427.58,29743,60708,47.7,14246,15497,22349,1031,96,6072,134,722,3337,26406,1,5,11,17,63,514,28,2,42.0189191,-87.8028402
Nilwood,44804.83,204,47321,53.8,105,99,200,1,3,0,0,0,0,204,0,0,0,0,0,0,0,0,39.3981062,-89.8087086
Noble,63501.25,1735,58831,38.3,918,817,1710,23,7,5,0,15,17,1718,0,0,0,0,0,0,0,0,38.6975481,-88.223653
Nokomis,57639.17,3662,56914,38.1,1682,1980,3628,22,30,14,0,19,20,3642,0,4,0,5,6,24,1,0,39.3011566,-89.285085
Normal,164404.5,55222,55434,24.7,25848,29374,46040,6665,312,3100,25,464,2917,52305,2,35,21,61,119,843,23,0,40.5142026,-88.9906312
Norris City,70174.92,2690,58393,35.9,1356,1334,2683,37,0,2,0,0,50,2640,0,0,0,10,0,9,0,0,37.9811576,-88.3292104
North Aurora,249044.08,18125,81947,39.2,8825,9300,14704,1001,131,1359,0,1510,2848,15277,0,6,4,14,14,220,6,1,41.8061399,-88.3272952
North Chicago,98365.5,15705,34911,30.7,7782,7923,6595,6166,67,686,12,3192,7761,7944,0,0,0,0,0,0,0,0,42.325578,-87.8411818
Northbrook,566148.83,40459,110012,49.6,19008,21451,33430,850,107,6314,40,295,1265,39194,0,3,1,2,67,431,14,0,42.1275267,-87.8289548
Oak Brook,799323.25,10136,103464,58.7,4653,5483,7043,340,65,2808,0,115,364,9772,0,3,3,4,22,514,16,0,41.8328085,-87.9289504
Oak Forest,207866.75,28324,75844,41.4,14366,13958,24688,1460,49,1368,0,1083,4076,24248,0,5,12,20,48,222,34,0,41.6028116,-87.7439384
Oak Lawn,217342.25,56420,62455,40.9,27759,28661,46763,4095,330,2235,10,4695,11988,44432,0,11,24,46,74,671,13,3,41.7108662,-87.7581081
Oak Park,476229.61,17408.3333333333,91694.6666666667,41.0333333333333,8192,9216.33333333333,12842.6666666667,3564.66666666667,154.666666666667,1275.33333333333,43,468,1526.66666666667,15881.6666666667,0,0,0,0,0,0,0,0,41.8850317,-87.7845025
Oakford,111547.42,466,67500,30,228,238,466,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,40.1025463,-89.9631693
Oakland,76016.67,1660,53529,47.8,770,890,1658,0,10,0,0,0,60,1600,0,0,0,0,0,0,0,0,39.6539235,-88.0261471
Oakwood,108128,3017,60068,44.5,1404,1613,2940,18,6,19,0,40,88,2929,0,1,0,0,5,8,0,0,40.1161471,-87.7783592
Oblong,73894.42,3118,45125,45,1495,1623,3060,56,39,15,1,23,54,3064,0,0,0,3,1,9,0,0,39.0019867,-87.9089205
Oconee,113811.33,515,51304,55.8,262,253,515,4,4,0,0,0,2,513,0,0,0,0,0,0,0,0,39.2855984,-89.1075792
Odell,99403.92,1333,61429,41.7,627,706,1330,0,8,0,0,0,10,1323,0,0,0,0,0,0,0,0,41.003643,-88.5253364
Ogden,130281.67,1226,72344,43.5,621,605,1215,0,13,21,0,0,10,1216,0,0,0,0,0,0,0,0,40.1139237,-87.9561449
Oglesby,96727.08,4483,59219,41.8,2263,2220,4330,124,13,69,0,52,344,4139,0,0,0,0,0,0,0,0,41.2953127,-89.0595266
Ohio,90336.75,863,63026,46.1,434,429,856,7,0,0,0,0,0,863,0,0,0,0,0,0,0,0,41.5575349,-89.4609276
Ohlman,46680.5,112,48438,38.8,60,52,112,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,39.3450445,-89.2186951
Olney,88751.67,12230,44840,42.4,5915,6315,11822,140,73,172,0,84,240,11990,0,11,5,29,70,289,12,5,38.7308811,-88.0853155
Olympia Fields,217272.08,4917,99595,49.2,2272,2645,1081,3832,13,127,0,11,0,4917,0,1,4,2,17,327,9,0,41.513368,-87.6742119
Onarga,80316.92,1614,55486,41.6,840,774,1322,37,0,6,0,264,474,1140,0,0,0,2,6,5,1,0,40.715035,-88.0061509
Oneida,82449.67,1170,74306,37.6,605,565,1134,27,46,0,0,9,9,1161,0,0,0,0,0,0,0,0,41.0722596,-90.2254002
Opdyke,74978.42,1067,58333,39.3,518,549,1058,0,0,4,0,5,11,1056,0,0,0,0,0,0,0,0,38.2597711,-88.7906167
Oquawka,67015.83,2248,44967,52,1176,1072,2197,11,37,32,0,0,33,2215,0,0,0,0,0,0,0,0,40.931982,-90.9470863
Orangeville,117099.42,1425,50893,43.5,804,621,1418,0,0,1,0,6,9,1416,0,0,0,0,0,0,0,0,42.4683453,-89.6440073
Oreana,122422,1311,69732,45.1,692,619,1247,12,87,50,4,12,21,1290,0,0,0,0,0,0,0,0,39.9386476,-88.8656324
Oregon,122098.17,6382,59519,51.1,3117,3265,6322,90,26,7,11,14,276,6106,0,0,0,0,0,0,0,0,42.0147513,-89.3323279
Orion,149116.83,3243,70766,45.7,1651,1592,3190,45,10,12,0,47,53,3190,0,0,0,3,1,12,0,0,41.3547575,-90.3815165
Orland Park,324603.585,33466.5,90841,46.45,16226,17240.5,29776,1179,183.5,2082.5,27,766.5,2499,30967.5,1,1,5,13,29,963,23,2,41.6303103,-87.8539425
Oswego,267589,40027,101999,36.8,20317,19710,34662,2220,208,2018,0,1937,6226,33801,0,8,2,7,10,284,4,2,41.6828074,-88.3514596
Ottawa,133692.83,23835,53793,40.8,11340,12495,22359,1083,218,330,0,443,1970,21865,0,1,2,12,45,259,6,5,41.3455892,-88.8425769
Owaneco,101439.33,423,80083,50.2,206,217,423,2,0,0,0,0,3,420,0,0,0,0,0,0,0,0,39.4822664,-89.1936976
Palatine,339985,38827.5,82612,39.7,19134.5,19693,28040,1209,307,5284,46,5548.5,7741.5,31086,1,11,7,9,26,317,15,0,42.1103041,-88.03424
Palestine,55191.67,2041,46458,44.7,867,1174,2037,2,8,11,0,3,0,2041,0,1,0,8,8,20,2,0,39.0036537,-87.612802
