zipcode,total_pop,male,female,med_age,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp
61845,383,187,196,52.6,383,0,0,0,0,0,3,380
61846,"4,918","2,510","2,408",41,"4,756",156,26,20,9,8,43,"4,875"
61847,"1,239",627,612,42.8,"1,216",21,2,0,0,0,25,"1,214"
61848,230,110,120,39.9,230,0,0,0,0,0,0,230
61849,"1,999","1,098",901,42,"1,997",0,2,0,0,0,5,"1,994"
61850,418,212,206,44.8,416,10,0,0,0,0,2,416
61851,295,147,148,46.4,295,0,0,0,0,0,0,295
61852,221,118,103,34.4,221,1,5,0,0,0,5,216
61853,"13,981","6,697","7,284",35.5,"13,422",437,24,267,40,68,680,"13,301"
61854,"1,197",585,612,44.7,"1,197",1,23,0,0,5,56,"1,141"
61855,104,58,46,52,104,0,0,0,0,0,0,104
61856,"7,884","3,763","4,121",41.8,"7,722",90,89,86,0,57,113,"7,771"
61857,195,106,89,37.9,195,0,0,0,0,0,0,195
61858,"3,017","1,404","1,613",44.5,"2,940",18,6,19,0,40,88,"2,929"
61859,"1,226",621,605,43.5,"1,215",0,13,21,0,0,10,"1,216"
61862,533,273,260,43.8,527,12,0,10,0,0,4,529
61863,806,390,416,44.7,781,1,9,16,82,11,93,713
61864,"1,719",872,847,44.7,"1,719",0,0,0,0,0,0,"1,719"
61865,"1,560",782,778,32.5,"1,482",39,2,50,0,9,27,"1,533"
61866,"14,296","6,977","7,319",34.4,"10,544","3,128",101,663,147,407,"1,554","12,742"
61870,"1,320",725,595,41.5,"1,267",21,5,1,0,48,67,"1,253"
61871,304,154,150,45.5,304,0,1,0,0,0,0,304
61872,898,393,505,44.2,897,2,1,0,0,0,3,895
61873,"6,519","3,198","3,321",36.8,"6,381",2,38,123,0,17,94,"6,425"
61874,"8,150","3,781","4,369",33,"6,307",500,0,"1,503",0,66,395,"7,755"
61875,818,320,498,32.8,818,0,0,0,0,0,0,818
61876,561,261,300,51.7,561,0,4,0,0,0,5,556
61877,"1,803",944,859,35.5,"1,767",34,3,4,0,4,20,"1,783"
61878,"1,310",630,680,48.5,"1,291",24,1,9,4,0,9,"1,301"
61880,"3,831","1,887","1,944",37.8,"3,647",148,0,89,0,29,129,"3,702"
61882,694,376,318,50.7,693,0,30,0,1,0,4,690
61883,"4,284","2,042","2,242",38.2,"4,072",94,183,19,2,1,80,"4,204"
61884,"1,124",545,579,50.5,"1,121",3,0,0,0,0,0,"1,124"
61910,"4,225","2,010","2,215",33.8,"4,051",99,44,10,5,185,989,"3,236"
61911,"5,071","2,455","2,616",31.3,"5,037",21,24,6,11,14,80,"4,991"
61912,"1,227",556,671,45.2,"1,222",6,1,0,0,5,5,"1,222"
61913,"1,463",707,756,47.8,"1,454",1,13,11,0,2,7,"1,456"
61914,"1,833",858,975,43.5,"1,833",0,2,0,0,0,1,"1,832"
61917,771,396,375,34.9,771,0,0,11,0,0,16,755
61919,942,438,504,45.3,942,0,0,0,0,0,4,938
61920,"24,001","11,441","12,560",27.9,"21,635","1,875",231,632,137,81,798,"23,203"
61924,"2,258","1,126","1,132",51.1,"2,238",26,0,4,0,12,12,"2,246"
61925,670,334,336,46.4,670,11,9,0,0,0,9,661
61928,665,397,268,49.3,650,16,9,0,0,0,0,665
61929,683,395,288,40.4,683,0,11,0,0,0,12,671
61930,745,362,383,36.3,732,11,0,6,0,0,28,717
61931,"1,080",521,559,44.3,"1,076",6,0,0,0,6,33,"1,047"
61932,439,215,224,45.1,436,3,0,0,0,10,15,424
61933,901,453,448,47,901,0,0,0,0,0,5,896
61936,290,137,153,40.1,290,0,7,0,0,0,0,290
61937,"2,132","1,105","1,027",35.1,"2,100",37,11,0,0,0,16,"2,116"
61938,"21,840","10,711","11,129",41,"21,317",547,76,59,8,67,384,"21,456"
61940,238,121,117,46,238,0,0,0,0,13,13,225
61941,79,45,34,53.6,79,0,0,0,0,0,0,79
61942,"1,045",482,563,51.1,"1,027",0,13,1,0,6,24,"1,021"
61943,"1,660",770,890,47.8,"1,658",0,10,0,0,0,60,"1,600"
61944,"12,259","5,980","6,279",43.8,"12,036",55,7,190,0,44,140,"12,119"
61949,145,68,77,57.1,131,0,0,14,0,0,0,145
61951,"7,956","3,864","4,092",41.2,"7,848",110,21,39,0,17,163,"7,793"
61953,"6,067","3,131","2,936",41,"5,910",43,20,111,28,10,188,"5,879"
61955,189,105,84,40.3,187,13,0,0,0,0,0,189
61956,"2,709","1,370","1,339",42.2,"2,559",64,44,19,0,39,117,"2,592"
61957,"1,912",991,921,40.2,"1,912",0,18,0,0,0,83,"1,829"
62001,"1,796",838,958,44.7,"1,794",0,0,0,0,2,8,"1,788"
62002,"31,059","14,535","16,524",41.7,"24,328","7,077",393,406,55,206,720,"30,339"
62006,490,237,253,44.8,490,0,0,0,0,0,0,490
62009,"1,814",959,855,38.8,"1,789",2,15,7,0,6,50,"1,764"
62010,"11,357","5,709","5,648",41.1,"11,051",177,45,183,13,55,162,"11,195"
62011,172,100,72,53,172,0,0,0,0,0,0,172
62012,"6,426","3,366","3,060",44.4,"6,414",63,28,0,0,20,80,"6,346"
62013,693,345,348,49.3,693,0,0,0,0,0,0,693
62014,"4,131","1,967","2,164",44.6,"4,056",35,36,0,0,58,58,"4,073"
62015,635,307,328,45.7,622,0,0,0,13,0,0,635
62016,"3,674","1,826","1,848",39.7,"3,648",26,26,11,0,0,1,"3,673"
62017,897,465,432,48.4,886,0,14,0,0,0,0,897
62018,"3,034","1,474","1,560",42.3,"2,962",119,0,0,0,16,31,"3,003"
62019,393,189,204,54.2,386,0,3,4,0,0,0,393
62021,920,462,458,52.8,920,0,0,0,0,0,12,908
62022,"1,060",546,514,48.7,"1,037",0,46,0,0,0,0,"1,060"
62023,117,58,59,31.2,115,0,0,14,0,0,0,117
62024,"9,916","4,958","4,958",40.1,"9,426",372,7,168,0,60,177,"9,739"
62025,"34,313","17,047","17,266",34.5,"30,610","3,432",235,867,102,113,"1,055","33,258"
62027,494,268,226,50.4,469,0,0,25,0,0,0,494
62028,"1,279",637,642,21.5,"1,226",52,15,26,0,28,15,"1,264"
62030,149,55,94,35.5,149,0,0,0,0,0,0,149
62031,749,404,345,51.6,749,13,0,0,0,0,16,733
62032,732,324,408,39.4,732,0,5,0,0,0,0,732
62033,"4,515","2,123","2,392",45.6,"4,385",51,36,101,0,14,85,"4,430"
62034,"13,667","6,914","6,753",40.4,"12,544",962,0,382,22,49,266,"13,401"
62035,"16,520","8,069","8,451",46.3,"14,924","1,435",75,109,0,117,231,"16,289"
62036,803,450,353,56.4,803,0,0,0,0,0,0,803
62037,"2,205","1,126","1,079",44.9,"2,156",61,5,24,0,0,18,"2,187"
62040,"42,447","20,951","21,496",41.2,"38,655","3,170",441,250,80,693,"2,800","39,647"
62044,"2,094",960,"1,134",45.3,"2,094",3,5,0,0,0,3,"2,091"
62045,429,231,198,43.9,429,0,0,0,0,0,2,427
62046,769,402,367,30.7,751,0,0,12,6,0,6,763
62047,"1,443",722,721,45.8,"1,386",15,3,41,0,20,41,"1,402"
62048,"1,829",919,910,33.6,"1,823",0,3,0,0,6,5,"1,824"
62049,"8,946","5,540","3,406",40.3,"7,611","1,300",34,52,0,81,293,"8,653"
62050,354,160,194,35.5,354,0,0,0,0,0,6,348
62051,585,308,277,56.6,584,1,0,0,0,0,5,580
62052,"12,292","5,809","6,483",40.9,"12,204",281,28,36,0,55,181,"12,111"
62053,626,317,309,30.7,623,2,1,0,0,0,8,618
62054,781,474,307,45.7,781,4,71,0,0,0,23,758
62056,"8,574","4,091","4,483",45.5,"8,400",156,33,37,0,18,169,"8,405"
62058,757,384,373,50.8,732,0,23,2,0,0,8,749
62059,452,172,280,45.3,9,443,0,0,0,0,4,448
62060,"4,586","2,150","2,436",38.6,"1,880","2,815",27,5,0,4,88,"4,498"
62061,"1,671",860,811,41,"1,648",0,0,27,0,8,41,"1,630"
62062,"8,008","4,033","3,975",45.1,"7,465",389,88,250,0,0,230,"7,778"
62063,"1,082",518,564,52.7,"1,079",0,0,0,3,0,0,"1,082"
62065,179,57,122,21.5,179,0,0,0,0,0,0,179
62067,"2,755","1,226","1,529",45.1,"2,723",0,16,32,0,0,0,"2,755"
62069,"3,088","1,548","1,540",45.4,"3,040",19,8,22,0,8,12,"3,076"
62070,48,9,39,65.9,48,0,28,0,0,0,0,48
62074,"1,333",625,708,40.8,"1,292",13,1,0,0,29,33,"1,300"
62075,"3,662","1,682","1,980",38.1,"3,628",22,30,14,0,19,20,"3,642"
62076,112,60,52,38.8,112,0,0,0,0,0,0,112
62077,240,119,121,36.5,240,0,2,0,0,0,5,235
62078,78,36,42,44.2,78,0,0,0,0,0,0,78
62079,244,94,150,31.4,244,0,0,0,0,0,0,244
62080,"2,433","1,182","1,251",42.7,"2,425",8,21,0,0,0,0,"2,433"
62081,354,181,173,33.4,354,0,0,0,0,0,2,352
62082,"2,746","1,557","1,189",39.8,"2,560",140,63,7,0,9,35,"2,711"
62083,237,134,103,44.2,208,0,0,29,0,0,0,237
62084,"1,464",745,719,41.6,"1,421",23,32,11,2,14,27,"1,437"
62085,192,76,116,35.5,191,0,4,7,6,0,3,189
62086,"1,263",606,657,44.4,"1,237",2,4,18,0,8,66,"1,197"
62087,"2,172","1,102","1,070",31.2,"1,998",196,4,0,0,3,82,"2,090"
62088,"6,569","3,399","3,170",43.7,"6,563",5,11,16,0,0,13,"6,556"
62089,501,296,205,45,497,0,0,0,0,4,4,497
62090,"1,293",571,722,28,71,"1,229",12,11,0,0,33,"1,260"
62091,380,173,207,36,380,0,0,0,0,0,0,380
62092,"2,932","1,365","1,567",49.3,"2,900",43,0,0,0,0,39,"2,893"
62093,477,243,234,43.8,460,3,11,0,0,12,15,462
62094,"1,148",547,601,43,"1,098",50,0,0,0,0,0,"1,148"
62095,"10,455","4,911","5,544",36.6,"9,923",576,38,169,5,24,159,"10,296"
62097,"3,064","1,511","1,553",41.1,"3,027",29,90,9,0,28,62,"3,002"
62098,24,8,16,56.6,24,0,0,0,0,0,0,24
62201,"7,570","3,285","4,285",26,"1,729","4,960",119,59,0,798,"2,019","5,551"
62203,"8,264","3,967","4,297",40.9,437,"7,754",27,41,0,55,90,"8,174"
62204,"7,954","3,624","4,330",35.8,228,"7,678",41,5,7,110,127,"7,827"
62205,"8,007","3,819","4,188",44.9,204,"7,747",20,0,4,141,178,"7,829"
62206,"15,121","7,106","8,015",34.6,"5,537","9,349",156,366,0,53,77,"15,044"
62207,"8,913","4,309","4,604",34.4,289,"8,593",56,3,0,13,66,"8,847"
62208,"16,516","8,252","8,264",40.4,"10,767","5,597",188,646,19,72,410,"16,106"
62214,"1,242",620,622,39.8,"1,232",0,10,36,3,17,18,"1,224"
62215,"1,907","1,032",875,35.6,"1,794",72,0,19,0,84,249,"1,658"
62216,"2,742","1,360","1,382",37.9,"2,719",10,0,16,4,0,32,"2,710"
62217,748,421,327,46.8,748,2,53,0,0,0,0,748
62218,"1,820",954,866,40.4,"1,819",0,0,1,0,0,4,"1,816"
62219,954,413,541,40.6,941,13,5,0,0,0,31,923
62220,"18,302","9,182","9,120",37,"14,408","3,928",417,347,0,85,371,"17,931"
62221,"29,949","13,928","16,021",38.5,"21,247","8,102",193,"1,143",11,591,"1,336","28,613"
62223,"16,309","7,795","8,514",43.3,"12,565","3,714",49,195,24,120,456,"15,853"
62225,"5,128","2,930","2,198",22.8,"3,799","1,370",107,108,72,107,299,"4,829"
62226,"28,666","13,553","15,113",42.5,"21,556","6,839",330,450,0,521,984,"27,682"
62230,"6,279","2,997","3,282",39.6,"6,215",5,4,122,0,50,89,"6,190"
62231,"7,436","3,713","3,723",42.2,"7,074",194,91,64,0,95,200,"7,236"
62232,"6,705","3,198","3,507",37.5,"6,270",412,53,28,11,104,504,"6,201"
62233,"9,680","6,639","3,041",40.3,"7,112","2,510",22,43,20,84,562,"9,118"
62234,"32,426","15,507","16,919",39.1,"27,738","3,417",94,575,128,"1,274","2,239","30,187"
62236,"13,757","6,630","7,127",42.2,"13,517",34,47,156,0,81,227,"13,530"
62237,"2,435","1,314","1,121",48.1,"2,383",105,19,19,0,0,75,"2,360"
62238,619,318,301,37.9,619,6,0,0,0,0,0,619
62239,"4,715","2,165","2,550",40.7,"4,535",169,28,0,0,23,149,"4,566"
62240,"1,727",927,800,29.3,"1,678",51,4,0,0,0,212,"1,515"
62241,989,527,462,48.3,971,1,0,0,0,17,19,970
62242,"1,445",667,778,45.9,"1,435",0,0,10,0,0,6,"1,439"
62243,"5,795","3,058","2,737",48,"5,702",45,54,67,17,19,138,"5,657"
62244,897,445,452,53.9,897,0,0,5,0,0,1,896
62245,"1,692",912,780,42.6,"1,659",0,6,0,0,27,42,"1,650"
62246,"9,916","5,378","4,538",39.6,"8,632","1,059",84,195,0,67,444,"9,472"
62248,391,188,203,34.9,389,0,0,2,0,0,0,391
62249,"15,507","7,873","7,634",40.1,"14,922",264,43,295,0,77,395,"15,112"
62250,461,259,202,40.3,461,4,15,0,0,0,4,457
62253,583,289,294,50.4,582,1,0,0,0,0,0,583
62254,"6,292","2,907","3,385",41.9,"5,169","1,262",0,12,0,0,71,"6,221"
62255,"1,279",677,602,33.1,"1,219",19,3,48,7,0,30,"1,249"
62257,"2,678","1,320","1,358",48.6,"2,673",16,5,0,0,0,0,"2,678"
62258,"9,253","4,514","4,739",38.2,"8,766",373,79,162,27,101,219,"9,034"
62260,"7,405","3,655","3,750",44.1,"7,368",90,0,20,0,0,122,"7,283"
62261,64,26,38,64.7,64,0,0,0,0,0,0,64
62262,"1,503",732,771,51.1,"1,372",82,3,46,0,0,0,"1,503"
62263,"5,034","2,595","2,439",45.5,"4,977",23,1,0,0,34,46,"4,988"
62264,"3,745","2,042","1,703",42.4,"3,717",30,5,4,0,0,20,"3,725"
62265,"4,391","2,185","2,206",43.8,"4,185",219,0,0,0,48,103,"4,288"
62266,87,43,44,39,87,0,0,0,0,0,0,87
62268,712,362,350,36.5,699,0,2,4,0,9,12,700
62269,"32,029","15,694","16,335",37.4,"26,110","4,595",353,"1,717",62,687,"1,375","30,654"
62271,"2,153","1,036","1,117",41,"2,100",73,8,0,0,0,33,"2,120"
62272,"1,741",925,816,40.3,"1,590",27,0,4,0,121,193,"1,548"
62273,294,146,148,42.3,289,0,0,0,0,5,31,263
62274,"7,857","4,976","2,881",40.6,"6,151","1,658",18,81,0,29,367,"7,490"
62275,"3,705","1,807","1,898",43.2,"3,661",2,0,26,0,18,76,"3,629"
62277,"1,363",733,630,47.9,"1,363",0,26,0,0,0,15,"1,348"
62278,"6,543","3,303","3,240",43.3,"6,486",2,24,62,27,83,93,"6,450"
62279,7,0,7,-,7,0,0,0,0,0,0,7
62280,445,255,190,42.5,445,0,0,0,0,0,0,445
62281,"2,712","1,307","1,405",33.6,"2,706",12,9,0,0,0,26,"2,686"
62282,406,185,221,46,400,0,0,15,2,0,2,404
62284,549,268,281,45.9,549,0,0,0,0,0,0,549
62285,"4,436","2,173","2,263",41.7,"4,287",149,0,14,0,0,182,"4,254"
62286,"6,110","2,949","3,161",43.1,"5,334",793,3,77,16,20,84,"6,026"
62288,"3,094","1,524","1,570",39,"2,996",94,11,0,0,8,11,"3,083"
62289,351,175,176,39.1,345,0,0,0,0,6,31,320
62292,885,416,469,44.5,874,11,4,4,0,2,10,875
62293,"4,427","2,068","2,359",43.4,"4,358",14,0,51,0,13,49,"4,378"
62294,"14,117","6,657","7,460",38,"13,567",339,157,377,22,52,521,"13,596"
62295,"1,547",754,793,38.9,"1,542",7,45,6,0,6,83,"1,464"
62297,251,114,137,58.7,251,0,0,0,0,0,0,251
62298,"16,608","8,106","8,502",42.5,"16,375",53,63,214,0,47,262,"16,346"
62301,"32,078","15,134","16,944",38.2,"29,197","2,835",133,507,58,142,633,"31,445"
62305,"19,357","9,562","9,795",45.8,"18,720",418,149,196,0,0,280,"19,077"
62311,633,349,284,42.1,633,0,0,0,0,0,24,609
62312,"1,933",895,"1,038",40.4,"1,921",30,13,13,0,0,11,"1,922"
62313,378,192,186,51.5,377,1,2,0,0,0,0,378
62314,524,244,280,33.2,516,7,0,0,0,8,0,524
62316,545,294,251,42.4,539,6,0,0,0,0,0,545
62319,261,133,128,59.3,261,0,0,0,0,0,0,261
62320,"2,324","1,155","1,169",42.2,"2,234",4,99,21,0,0,0,"2,324"
62321,"3,845","1,868","1,977",45.1,"3,790",49,39,41,0,25,112,"3,733"
62323,268,148,120,37.8,268,0,0,0,0,0,0,268
62324,"1,076",591,485,46.1,"1,064",0,10,0,0,2,0,"1,076"
62325,466,242,224,33.8,436,0,0,30,0,0,0,466
62326,"2,337","1,188","1,149",40.1,"2,337",0,15,0,0,0,1,"2,336"
62330,"1,746",870,876,50.1,"1,692",64,1,10,0,0,0,"1,746"
62334,138,75,63,52,137,0,1,0,0,0,2,136
62336,18,9,9,57,18,0,0,0,0,0,0,18
62338,"1,316",721,595,38.4,"1,316",0,0,0,0,0,0,"1,316"
62339,874,397,477,48.5,874,0,17,12,0,0,27,847
62340,"1,894",923,971,43.1,"1,871",11,12,0,0,8,90,"1,804"
62341,"3,454","1,596","1,858",46.6,"3,361",59,46,49,0,0,0,"3,454"
62343,948,474,474,31.8,923,12,0,6,0,7,24,924
62344,14,3,11,63.7,14,0,0,0,0,0,0,14
62345,391,200,191,49.8,389,0,0,0,0,2,0,391
62346,189,101,88,37.9,189,0,2,0,0,0,0,189
62347,"1,956",982,974,42.2,"1,929",13,0,27,0,0,0,"1,956"
62348,166,62,104,42.9,165,0,0,1,0,0,3,163
62349,626,298,328,38.3,607,0,0,24,0,6,13,613
62351,"1,879",979,900,45.8,"1,854",25,0,0,0,0,49,"1,830"
62352,232,110,122,51.5,231,0,1,0,0,1,1,231
62353,"5,346","3,612","1,734",37.6,"3,913","1,366",26,37,0,32,256,"5,090"
62354,"1,592",853,739,50.9,"1,570",10,17,12,0,9,26,"1,566"
62355,754,391,363,52.6,750,6,0,11,0,1,7,747
62356,465,231,234,48.8,439,0,1,26,0,0,0,465
62357,475,188,287,36.9,475,53,0,0,0,0,0,475
62358,884,474,410,35.8,884,27,25,0,0,0,0,884
62359,209,118,91,40.1,209,0,0,0,0,0,0,209
62360,"1,918","1,042",876,34.3,"1,918",0,0,0,0,0,11,"1,907"
62361,522,307,215,34,520,0,2,0,0,0,0,522
62362,297,142,155,51.5,287,9,0,3,0,0,3,294
62363,"5,758","2,943","2,815",44.5,"5,539",199,26,6,0,12,52,"5,706"
62365,620,362,258,44.6,615,0,0,2,3,2,2,618
62366,"1,589",793,796,41.5,"1,556",0,33,0,1,0,13,"1,576"
62367,"1,033",550,483,52.3,"1,024",9,0,0,0,0,0,"1,033"
62370,234,135,99,43.6,234,0,0,0,0,0,0,234
62373,294,142,152,45.2,294,0,0,0,0,0,0,294
62374,345,196,149,54.5,345,0,0,0,0,0,0,345
62375,345,194,151,45.4,336,5,5,0,0,4,0,345
62376,"1,204",610,594,38.3,"1,204",5,0,4,0,0,3,"1,201"
62378,955,411,544,53.1,949,2,37,0,0,0,30,925
62379,"1,725",905,820,44.9,"1,717",0,9,6,0,5,76,"1,649"
62380,488,183,305,23.5,488,0,0,0,0,0,0,488
62401,"18,722","9,083","9,639",39.5,"18,198",256,59,253,15,181,638,"18,084"
62410,"1,249",596,653,35.5,"1,244",0,0,5,0,34,41,"1,208"
62411,"4,136","2,118","2,018",39.9,"4,120",15,4,0,0,5,12,"4,124"
62413,330,178,152,52.1,330,0,0,0,0,0,0,330
62414,"1,993","1,025",968,39.3,"1,989",4,4,0,0,0,1,"1,992"
62417,"3,281","1,608","1,673",42.7,"3,278",0,3,0,0,0,29,"3,252"
62418,"2,108","1,066","1,042",36.6,"2,108",0,7,5,0,0,0,"2,108"
62419,230,128,102,58.5,230,0,0,0,0,0,0,230
62420,"4,762","2,325","2,437",43.1,"4,700",53,13,19,0,27,55,"4,707"
62421,660,325,335,40.1,648,32,7,5,0,0,7,653
62422,"1,002",560,442,45.9,996,6,9,2,0,2,14,988
62423,485,212,273,46.5,485,0,0,0,0,0,0,485
62424,"2,445","1,273","1,172",34.9,"2,414",1,38,22,0,8,12,"2,433"
62425,502,279,223,46.6,502,0,4,0,0,0,0,502
62426,873,435,438,47.9,860,0,0,13,0,0,0,873
62427,"1,690",795,895,39.7,"1,666",2,11,30,12,4,0,"1,690"
62428,"2,803","1,398","1,405",43.8,"2,781",2,2,13,5,6,0,"2,803"
62431,"1,054",586,468,46.2,"1,054",0,0,0,0,0,0,"1,054"
62432,417,236,181,43,413,0,0,4,0,0,0,417
62433,927,465,462,48.3,924,0,0,3,0,3,2,925
62434,327,168,159,57.9,317,0,0,10,0,0,0,327
62436,697,409,288,40.8,697,15,0,0,0,0,0,697
62438,300,148,152,33.8,300,0,0,0,0,0,0,300
62439,"7,166","3,530","3,636",43.7,"6,936",204,80,71,9,172,217,"6,949"
62440,"1,315",688,627,37,"1,300",5,0,33,0,0,8,"1,307"
62441,"6,786","3,416","3,370",42.8,"6,617",41,49,85,0,122,163,"6,623"
62442,"2,814","1,385","1,429",42.8,"2,803",43,13,4,0,0,18,"2,796"
62443,"1,678",881,797,38.9,"1,664",18,5,0,4,0,0,"1,678"
62444,331,169,162,37.4,331,0,0,0,0,0,6,325
62445,"1,290",677,613,36.5,"1,275",0,0,12,0,3,17,"1,273"
62446,342,176,166,53,333,23,0,0,0,0,8,334
62447,"3,615","1,771","1,844",44,"3,581",46,17,29,0,0,69,"3,546"
62448,"5,565","2,654","2,911",43.7,"5,457",60,36,0,0,43,19,"5,546"
62449,"3,118","1,495","1,623",45,"3,060",56,39,15,1,23,54,"3,064"
62450,"12,230","5,915","6,315",42.4,"11,822",140,73,172,0,84,240,"11,990"
62451,"2,041",867,"1,174",44.7,"2,037",2,8,11,0,3,0,"2,041"
62452,421,213,208,38.7,421,0,3,0,0,0,0,421
62454,"11,088","6,200","4,888",40.5,"9,807","1,192",76,190,7,107,611,"10,477"
62458,"1,979",974,"1,005",47.6,"1,977",15,0,0,0,0,5,"1,974"
62459,341,155,186,32.9,340,1,0,0,0,0,4,337
62460,"1,154",558,596,40.8,"1,152",0,0,2,0,0,0,"1,154"
62461,672,330,342,51.6,672,0,0,0,0,0,0,672
62462,982,488,494,34.4,970,0,0,1,11,0,0,982
62463,"1,242",620,622,37.2,"1,223",0,0,19,0,0,3,"1,239"
62465,964,492,472,44.3,964,0,4,0,0,0,2,962
62466,"4,598","3,222","1,376",35,"3,144","1,458",115,48,0,23,370,"4,228"
62467,"4,281","2,138","2,143",37.3,"4,275",6,0,0,0,3,3,"4,278"
62468,"2,514","1,293","1,221",43,"2,441",30,60,15,15,42,45,"2,469"
62469,610,259,351,37.9,610,0,0,0,0,0,0,610
62471,"10,363","5,855","4,508",39.6,"9,198","1,036",46,56,0,63,394,"9,969"
62473,"1,443",728,715,41.5,"1,439",4,6,0,0,1,1,"1,442"
62474,970,484,486,45.4,960,3,3,4,0,3,11,959
62475,445,249,196,35.6,431,14,0,0,0,0,0,445
62476,"1,590",812,778,46.9,"1,577",47,0,2,0,0,23,"1,567"
62477,781,391,390,44.3,781,0,0,0,0,0,0,781
62478,389,187,202,43.8,386,2,0,0,0,1,1,388
62479,935,509,426,34.6,930,5,0,0,1,0,1,934
62480,470,237,233,53.9,463,7,0,0,0,0,0,470
62481,430,200,230,44.8,409,18,70,0,0,0,0,430
62501,"2,863","1,576","1,287",41.3,"2,851",48,200,0,0,2,18,"2,845"
62510,"1,538",787,751,40.6,"1,528",18,5,20,0,0,2,"1,536"
62512,446,238,208,41.5,443,3,7,0,0,0,5,441
62513,"1,767",798,969,35.4,"1,752",15,66,13,0,0,10,"1,757"
62514,181,65,116,34.8,181,0,0,0,0,0,0,181
62515,"1,010",530,480,47.2,971,13,2,13,0,26,28,982
62517,199,93,106,39.5,196,0,0,3,0,0,6,193
62518,176,83,93,56.8,176,0,0,0,0,0,0,176
62519,61,29,32,58.7,61,0,0,0,0,0,0,61
62520,"1,637",781,856,46.2,"1,609",16,0,0,0,25,25,"1,612"
62521,"35,529","17,238","18,291",42.6,"29,002","6,733",706,417,8,254,879,"34,650"
62522,"15,261","7,275","7,986",38.5,"11,821","3,663",508,81,0,79,385,"14,876"
62523,"1,439",906,533,29.8,794,818,0,7,0,17,42,"1,397"
62526,"32,303","14,666","17,637",41.4,"25,981","6,747","1,020",575,35,286,865,"31,438"
62530,"1,458",671,787,45,"1,449",0,3,9,0,0,14,"1,444"
62531,"1,764",926,838,43.8,"1,746",18,0,0,0,3,18,"1,746"
62532,110,32,78,61.3,110,0,0,0,0,0,0,110
62533,778,374,404,48.3,774,4,0,2,0,5,13,765
62534,"1,389",774,615,44.9,"1,389",0,0,0,0,0,6,"1,383"
62535,"3,003","1,457","1,546",44.8,"2,603",36,26,362,0,53,86,"2,917"
62536,749,417,332,50.9,726,0,23,0,0,0,13,736
62537,76,35,41,50.5,76,0,0,0,0,0,0,76
62538,359,150,209,44.8,356,0,6,0,0,10,10,349
62539,"1,297",626,671,43,"1,297",0,30,5,0,0,30,"1,267"
62540,"1,567",786,781,40.9,"1,565",3,2,0,0,0,64,"1,503"
62541,37,14,23,55.6,37,0,9,0,0,0,0,37
62543,531,272,259,40.8,515,2,30,0,0,0,17,514
62544,"1,597",810,787,47.7,"1,577",23,47,0,0,13,6,"1,591"
62545,"1,169",590,579,43.5,"1,166",12,0,0,0,0,13,"1,156"
62546,"1,624",794,830,40.7,"1,617",15,7,0,7,0,47,"1,577"
62547,926,482,444,40.9,921,15,0,0,0,0,0,926
62548,"2,514","1,178","1,336",42.4,"2,514",1,113,0,0,0,7,"2,507"
62549,"6,264","3,075","3,189",41,"5,959",228,399,116,0,0,0,"6,264"
62550,"2,778","1,310","1,468",44.1,"2,745",40,4,7,0,13,19,"2,759"
62551,575,312,263,49.5,571,6,0,0,0,0,0,575
62553,515,262,253,55.8,515,4,4,0,0,0,2,513
62554,"1,311",692,619,45.1,"1,247",12,87,50,4,12,21,"1,290"
62555,423,206,217,50.2,423,2,0,0,0,0,3,420
62556,326,151,175,53.2,326,0,0,0,0,0,0,326
62557,"7,118","3,635","3,483",43.2,"6,947",97,21,102,0,0,21,"7,097"
62558,"3,347","1,687","1,660",39.2,"3,333",45,7,2,0,5,8,"3,339"
62560,"1,196",487,709,42.8,"1,184",13,4,12,0,0,0,"1,196"
62561,"5,350","2,511","2,839",39.4,"5,289",53,52,29,0,0,18,"5,332"
62563,"5,689","2,886","2,803",43.5,"5,459",135,6,57,15,57,77,"5,612"
62565,"7,024","3,226","3,798",48.6,"6,820",185,20,0,0,0,91,"6,933"
62567,"1,035",524,511,39.8,"1,030",0,0,11,0,0,15,"1,020"
62568,"15,787","8,055","7,732",44.1,"15,267",485,88,95,61,5,337,"15,450"
62570,514,275,239,40.3,514,0,0,0,0,0,10,504
62571,"1,659",846,813,44.7,"1,659",0,40,0,0,0,0,"1,659"
62572,516,222,294,44.8,495,15,0,6,0,0,0,516
62573,"1,912",900,"1,012",37.6,"1,899",37,62,0,0,0,32,"1,880"
62601,353,184,169,52.1,349,4,0,0,0,0,0,353
62610,125,66,59,46.5,125,0,0,0,0,0,0,125
62611,"1,115",580,535,44.5,"1,090",0,0,0,1,24,38,"1,077"
62612,"1,799",875,924,48,"1,784",12,5,2,0,7,17,"1,782"
62613,"3,886","1,903","1,983",39.3,"3,819",67,34,59,0,3,32,"3,854"
62615,"5,712","2,888","2,824",38,"5,516",191,13,29,0,0,117,"5,595"
62617,669,319,350,46.4,665,0,0,13,0,0,0,669
62618,"7,398","3,773","3,625",37.3,"6,377",605,19,13,47,428,"2,227","5,171"
62621,"1,195",594,601,41.5,"1,191",0,0,2,0,2,11,"1,184"
62622,71,30,41,43.5,71,0,0,0,0,0,0,71
