city_name,county_name,lat,long
Shabbona,DeKalb,41.7680851,-88.8770311
La Prairie,Adams,40.1478242,-91.002913
New Baden,Clinton,38.5350488,-89.7006499
Naplate,La Salle,41.3336449,-88.8781334
Long Lake,Lake,42.3708546,-88.1275828
Ellis Grove,Randolph,38.0089404,-89.9059408
Hord,Clay,38.8844898,-88.5211595
Bunker Hill,Macoupin,39.0428239,-89.951769
Stockland,Iroquois,40.6144809,-87.592803
Martinton,Iroquois,40.9158671,-87.7253124
Altona,Knox,41.1147594,-90.1645637
Aurora,Kane,41.7605849,-88.3200715
Highland Hills,DuPage,41.8491966,-88.004509
Wilmington,Greene,39.4806831,-90.4867659
Monroe Center,Ogle,42.0983583,-89.000655
Akin,Franklin,37.9881043,-88.7475606
Tower Lake,Lake,42.2319682,-88.1520248
Beach Park,Lake,42.4222435,-87.8572955
Staunton,Macoupin,39.0122684,-89.7912063
Chester,Randolph,37.9136628,-89.8220505
Colona,Henry,41.4839233,-90.3531827
Thayer,Sangamon,39.5381087,-89.7631533
Patoka,Marion,38.7553259,-89.0953417
Dwight,Livingston,41.0944767,-88.4250597
Port Byron,Rock Island,41.6064219,-90.3354061
Golden Gate,Wayne,38.3594924,-88.2042078
Round Lake Park,Lake,42.3569661,-88.0767474
Pesotum,Champaign,39.9147532,-88.2733827
Seward,Winnebago,42.2389105,-89.3578886
Schiller Park,Cook,41.9558637,-87.8708965
Kempton,Ford,40.9355888,-88.237273
University Park,Cook,41.5922565,-87.6853251
New Grand Chain,Pulaski,37.2519964,-89.0211814
Orangeville,Stephenson,42.4683453,-89.6440073
Volo,Lake,42.3261332,-88.167861
Hollowayville,Bureau,41.3650354,-89.2970323
Gardner,Grundy,41.1855879,-88.3097828
Park Forest,Cook,41.4914236,-87.6744891
Jewett,Cumberland,39.2078171,-88.2458744
Lisbon,Kendall,41.4814196,-88.482293
Maple Park,Kane,41.9075282,-88.5992494
Oak Brook,DuPage,41.8328085,-87.9289504
Cottonwood,Gallatin,37.8892127,-88.2130941
National City,Saint Clair,38.6456062,-90.160943
Valley City,Pike,39.7069913,-90.652627
Irvington,Washington,38.4392162,-89.1628512
Camargo,Douglas,39.8003105,-88.1639315
Gifford,Champaign,40.305868,-88.0211489
Omaha,Gallatin,37.8903243,-88.3030977
Atwood,Douglas,39.7994772,-88.4622789
McClure,Alexander,37.317828,-89.4314781
Matherville,Mercer,41.2597571,-90.6079133
Elburn,Kane,41.8922499,-88.4723014
Grafton,Jersey,38.9700484,-90.4315046
Grantfork,Madison,38.8300469,-89.6656453
Burnham,Cook,41.638924,-87.5567108
Shorewood,Will,41.5200305,-88.2017293
Danvers,McLean,40.5294818,-89.1773055
Minonk,Woodford,40.9044778,-89.0345224
Melrose Park,Cook,41.9005865,-87.8567277
Savanna,Carroll,42.0944672,-90.1567944
Lena,Stephenson,42.3794586,-89.8223426
Deer Park,Lake,42.1608585,-88.0814651
Crete,Will,41.4444791,-87.6314312
Mattoon,Coles,39.4830897,-88.3728255
Berkeley,Cook,41.8889194,-87.9033956
Camden,Schuyler,40.1536572,-90.7706859
Stonington,Christian,39.6400426,-89.1928608
Heyworth,McLean,40.3133698,-88.9736901
Ruma,Randolph,38.1350512,-89.9978864
Bushnell,McDonough,40.5528183,-90.50624
New Lenox,Will,41.5119761,-87.9656098
Illiopolis,Sangamon,39.8536535,-89.2420291
Strasburg,Shelby,39.3525383,-88.619224
Weldon,De Witt,40.1211468,-88.7453497
Bethalto,Madison,38.9092138,-90.0406608
Edwardsville,Madison,38.8114364,-89.953157
Peoria,Peoria,40.6936488,-89.5889864
Port Barrington,McHenry,42.2425236,-88.2020267
Buffalo Grove,Cook,42.1514146,-87.959794
Wilsonville,Macoupin,39.0708798,-89.8562091
Saint Peter,Fayette,38.8681017,-88.8539455
Edgewood,Effingham,38.9206006,-88.6614402
Makanda,Jackson,37.6175502,-89.2089717
Fairmount,Vermilion,40.0455911,-87.8305838
Ridgewood,Will,41.5355867,-88.0403351
Lakewood,Shelby,39.325041,-88.8995161
Fayetteville,Saint Clair,38.3775489,-89.7953771
North Barrington,Lake,42.207802,-88.1406349
Sibley,Ford,40.5869788,-88.3811648
Hollywood Heights,Saint Clair,38.6325493,-89.9964929
Chadwick,Carroll,42.0133599,-89.8906765
Oakwood,Vermilion,40.1161471,-87.7783592
Belle Rive,Jefferson,38.2328265,-88.740615
Kinderhook,Pike,39.7022686,-91.1531957
Pekin,Tazewell,40.5675388,-89.640658
Macomb,McDonough,40.4592076,-90.6717971
London Mills,Fulton,40.7105947,-90.2662355
Bradford,Stark,41.1772594,-89.6575977
Ava,Jackson,37.8883846,-89.4948169
Rockford,Winnebago,42.2711311,-89.0939952
Elvaston,Hancock,40.3950447,-91.2495909
Trout Valley,McHenry,42.1980798,-88.2534159
Harvard,McHenry,42.422241,-88.6137101
Holbrook,Cook,41.5383681,-87.6367113
Lake Fork,Logan,39.9706009,-89.3500939
Calumet City,Cook,41.6155909,-87.5294871
Keensburg,Wabash,38.3506026,-87.8686416
Round Lake Heights,Lake,42.3800212,-88.1042489
Bolingbrook,Will,41.6986416,-88.0683955
Percy,Randolph,38.0164398,-89.6187089
Maeystown,Monroe,38.224776,-90.2334494
Wheaton,DuPage,41.8661403,-88.1070127
Emington,Livingston,40.9697547,-88.3581096
Damiansville,Clinton,38.5100492,-89.619536
Tremont,Tazewell,40.5275392,-89.4925979
Prairie Grove,McHenry,42.2786339,-88.2609184
Lincolnshire,Lake,42.1900249,-87.9084039
Union Hill,Kankakee,41.1075321,-88.1467188
Saint David,Fulton,40.4933728,-90.0487284
Pearl,Pike,39.4597701,-90.6259588
Stonefort,Saline,37.6142165,-88.7081133
Joy,Mercer,41.1967002,-90.8804201
Forreston,Ogle,42.1261367,-89.5792801
Marine,Madison,38.7864361,-89.7775939
East Carondelet,Saint Clair,38.5419967,-90.2328909
Sheffield,Bureau,41.3583693,-89.7373226
Palos Hills,Cook,41.6966992,-87.8169984
Johnston City,Williamson,37.8206053,-88.9275695
La Salle,La Salle,41.3333679,-89.0917497
Rosewood Heights,Madison,38.8878254,-90.0848287
Sherman,Sangamon,39.8936608,-89.6048231
Oliver,Edgar,39.4839238,-87.6814159
Albion,Edwards,38.3775484,-88.0561465
Berlin,Sangamon,39.7589387,-89.9031635
Westfield,Clark,39.4564247,-87.996146
Hopedale,Tazewell,40.4208735,-89.4145404
Merna,McLean,40.5167017,-88.8259031
Herod,Pope,37.5803268,-88.4361547
Maywood,Cook,41.8791979,-87.8431155
Peotone,Will,41.3322554,-87.7853217
Murrayville,Morgan,39.5856024,-90.2520645
Palos Park,Cook,41.6672547,-87.8303316
Irwin,Kankakee,41.0522543,-87.9839333
Greenup,Cumberland,39.2478159,-88.1633719
Russell,Lake,42.4905758,-87.9125769
Countryside,Cook,41.7828093,-87.8781139
Davis,Stephenson,42.4225149,-89.4137259
Midland City,De Witt,40.1453171,-89.133698
Quincy,Adams,39.9356016,-91.4098727
Cisco,Piatt,40.0114248,-88.7261827
Rock City,Stephenson,42.4133485,-89.468171
Pomona,Jackson,37.6281057,-89.3367556
Lindenwood,Ogle,42.0530821,-89.0306545
Nason,Jefferson,38.1761609,-88.9675689
Belvidere,Boone,42.2639098,-88.8442674
North Aurora,Kane,41.8061399,-88.3272952
Bluffs,Scott,39.7519902,-90.5351258
Farmington,Fulton,40.6980933,-90.0059483
Warrenville,DuPage,41.817807,-88.1734021
Chatham,Sangamon,39.676163,-89.7045439
Cowden,Shelby,39.2483753,-88.8622895
Saint Jacob,Madison,38.7139365,-89.7681496
Atkinson,Henry,41.4208678,-90.0151121
Lakewood,McHenry,42.22919,-88.355086
Yates City,Knox,40.7786485,-90.0148371
Fox Lake Hills,Lake,42.4080763,-88.1317505
Armington,Tazewell,40.3389293,-89.3114813
Steger,Cook,41.4700348,-87.636432
Banner,Fulton,40.5169834,-89.9084461
Willow Springs,Cook,41.7408652,-87.8603343
Payson,Adams,39.8169907,-91.2423657
Wedges Corner,Lake,42.3861325,-88.0042454
Yorkville,Kendall,41.6411409,-88.4472948
Shipman,Macoupin,39.1175462,-90.0442728
Cuba,Fulton,40.4928181,-90.1906768
Abingdon,Knox,40.8044833,-90.4017954
Polo,Ogle,41.986141,-89.5792782
Millburn,Lake,42.425854,-88.0039684
Alvan,Vermilion,40.3070286,-87.606903
Goodings Grove,Will,41.6291984,-87.9308893
Morrison,Whiteside,41.809751,-89.9651186
Diamond,Grundy,41.2886428,-88.2517287
Onarga,Iroquois,40.715035,-88.0061509
Ashley,Washington,38.3294942,-89.1909097
Windsor,Shelby,39.4408693,-88.5947802
Tamms,Alexander,37.23505,-89.2700811
Radom,Washington,38.2819943,-89.1922994
Justice,Cook,41.7444765,-87.8378337
Steeleville,Randolph,38.007273,-89.6584326
Cypress,Johnson,37.3650516,-89.0181271
Matteson,Cook,41.5039235,-87.7131018
Milledgeville,Carroll,41.9633615,-89.7745604
University Park,Will,41.446004,-87.7153324
Maquon,Knox,40.798927,-90.1656764
Aledo,Mercer,41.1997568,-90.7493063
Machesney Park,Winnebago,42.3472406,-89.0389956
Hampton,Rock Island,41.5558667,-90.4092971
Fox Lake,Lake,42.3966874,-88.1836965
Leonore,La Salle,41.1894788,-88.9806354
Lake Barrington,Lake,42.2125241,-88.1525798
Belleville,Saint Clair,38.5200504,-89.9839935
Hillside,Cook,41.8778084,-87.9028398
Waverly,Morgan,39.5917159,-89.9528847
Wasson,Saline,37.7881031,-88.4847714
Marietta,Fulton,40.5011518,-90.3926259
Braidwood,Will,41.2650318,-88.2122823
Elizabeth,Jo Daviess,42.3177911,-90.221517
Raleigh,Saline,37.8269921,-88.5319958
Beaverville,Iroquois,40.954478,-87.6544781
Broughton,Hamilton,37.9347695,-88.4619932
Fairview,Fulton,40.6333724,-90.1637318
Ramsey,Fayette,39.1444882,-89.108685
Elkville,Jackson,37.9100505,-89.2359165
Stickney,Cook,41.821421,-87.782834
Oakland,Coles,39.6539235,-88.0261471
Roberts,Ford,40.6128127,-88.1833798
Redmon,Edgar,39.6453126,-87.8616975
Coleta,Whiteside,41.9022509,-89.8023374
Loxa,Coles,39.4972564,-88.2672662
Creston,Ogle,41.9308618,-88.9645382
Virginia,Cass,39.9511595,-90.2123427
Athens,Menard,39.9608826,-89.7239944
Central City,Marion,38.5489379,-89.127014
Mokena,Will,41.5261437,-87.8892189
Colchester,McDonough,40.4264306,-90.7926324
Bethany,Moultrie,39.6455916,-88.7381252
Rio,Knox,41.1092036,-90.399851
Haldane,Ogle,42.0625277,-89.5740015
East Dubuque,Jo Daviess,42.4922253,-90.6429054
Minooka,Grundy,41.4553084,-88.2617305
Garden Prairie,Boone,42.25083426,-88.71988959
Plato Center,Kane,42.0266929,-88.4300818
Glasgow,Scott,39.5506029,-90.4801247
Rutland,La Salle,40.9841992,-89.0417467
Peoria Heights,Peoria,40.7472594,-89.5739845
Germantown Hills,Woodford,40.7664259,-89.467869
Bone Gap,Edwards,38.4475492,-87.9958669
Willowbrook,Will,41.457813,-87.5364288
Atlanta,Logan,40.2594846,-89.2334236
Rose Hill,Jasper,39.1036521,-88.1472605
Neoga,Cumberland,39.3194817,-88.4528261
Roachtown,Saint Clair,38.4631066,-90.0409403
Nora,Jo Daviess,42.4558425,-89.9454009
Monee,Will,41.420034,-87.7417115
Carterville,Williamson,37.7600501,-89.0772991
Andalusia,Rock Island,41.4391986,-90.717641
Muncie,Vermilion,40.1155911,-87.844751
Kansas,Edgar,39.5528129,-87.9394779
Ashmore,Coles,39.5330909,-88.0222582
Lyndon,Whiteside,41.7175302,-89.9259481
Industry,McDonough,40.3278211,-90.607073
Argenta,Macon,39.9819808,-88.8228535
Trowbridge,Shelby,39.3103155,-88.5178285
Detroit,Pike,39.6206031,-90.6767936
Irving,Montgomery,39.2058801,-89.4045304
Magnolia,Putnam,41.113646,-89.1945292
French Village,Saint Clair,38.6003279,-90.0501062
Gibson City,Ford,40.4584275,-88.384603
Patton,Wabash,38.4769918,-87.7536396
Baldwin,Randolph,38.1831051,-89.8426029
Fandon,McDonough,40.3683757,-90.7615201
Rockwood,Randolph,37.8406073,-89.7006587
Fairmont,Will,41.5561421,-88.0592251
Buckingham,Kankakee,41.0469767,-88.1753289
Sherrard,Mercer,41.318924,-90.505966
Batchtown,Calhoun,39.0331048,-90.6576221
Browning,Schuyler,40.1289355,-90.3720685
Hamel,Madison,38.8889357,-89.845375
Florence,Stephenson,42.2144666,-89.6598379
Elk Grove Village,Cook,42.0039178,-87.9703461
Browns,Edwards,38.3769927,-87.9830886
Geneseo,Henry,41.4480902,-90.1542849
Wataga,Knox,41.0253155,-90.2798474
Louisville,Clay,38.772269,-88.5025485
De Land,Piatt,40.1222568,-88.6453453
Raymond,Montgomery,39.3194941,-89.5720367
Bonnie,Jefferson,38.2028273,-88.9033993
Crainville,Williamson,37.7519945,-89.0678543
East Alton,Madison,38.8803256,-90.1112184
Loves Park,Winnebago,42.3200189,-89.0581621
Sesser,Franklin,38.0917168,-89.0503512
Colp,Williamson,37.8053279,-89.0800768
Barrington,Cook,42.1539141,-88.1361888
Joslin,Rock Island,41.5572559,-90.2220672
Yorkfield,DuPage,41.8633636,-87.9483964
Energy,Williamson,37.7739389,-89.0264634
South Elgin,Kane,41.9941938,-88.2922996
Arlington Heights,Cook,42.0883603,-87.9806265
Goreville,Johnson,37.5544953,-88.9722932
West Chicago,DuPage,41.8847507,-88.2039607
Addison,DuPage,41.931696,-87.9889556
Lodge,Piatt,40.1061447,-88.5600637
Biggsville,Henderson,40.8536498,-90.8648617
Paderborn,Saint Clair,38.3603288,-90.0426078
Amboy,Lee,41.7141997,-89.3287061
Saunemin,Livingston,40.8930888,-88.4053323
Bartlett,Cook,41.9950276,-88.1856301
East Gillespie,Macoupin,39.1408804,-89.8123181
Monticello,Piatt,40.0278116,-88.5733979
Belle Prairie City,Hamilton,38.2225481,-88.5553307
Rentchler,Saint Clair,38.4914387,-89.8731567
Troy Grove,La Salle,41.4678108,-89.0831383
Toledo,Cumberland,39.2736491,-88.2436523
Christopher,Franklin,37.9725501,-89.053408
Woodson,Morgan,39.628936,-90.2190081
Gulfport,Henderson,40.813928,-91.0862558
Barrington Woods,Cook,42.1522476,-88.0559084
Rockton,Winnebago,42.4525157,-89.0723317
Dieterich,Effingham,39.0619868,-88.3797668
Silvis,Rock Island,41.5122561,-90.4151301
Coatsburg,Adams,40.0328247,-91.1576405
Olney,Richland,38.7308811,-88.0853155
Coal Valley,Rock Island,41.4286456,-90.4609648
Joliet,Will,41.525031,-88.0817252
Del Mar Woods,Lake,42.2000246,-87.8550687
New Hartford,Pike,39.5756027,-90.9101318
Hindsboro,Douglas,39.6850336,-88.1336515
Camp Point,Adams,40.0392139,-91.0693041
Long Creek,Macon,39.8119806,-88.8475739
Williamson,Madison,38.9856018,-89.7639829
Somonauk,DeKalb,41.6336414,-88.6811883
Eldena,Lee,41.771144,-89.410099
Homer Glen,Will,41.6000318,-87.9381112
Darwin,Clark,39.2833716,-87.6119696
Hinsdale,DuPage,41.8008642,-87.9370052
Hopkins Park,Kankakee,41.0633666,-87.6250348
Woodworth,Iroquois,40.6597578,-87.8458672
Forest Park,Cook,41.8794758,-87.81367
Gulf Port,Henderson,40.8076466,-91.0845043
Eureka,Woodford,40.7214251,-89.2728627
Bluffside,Saint Clair,38.4839409,-90.154833
Lake Zurich,Lake,42.1969689,-88.0934108
Granville,Putnam,41.2611471,-89.2275863
Willowbrook,DuPage,41.7697533,-87.9358931
Rockdale,Will,41.506142,-88.1145036
Tunnel Hill,Johnson,37.5236619,-88.8386749
Lexington,McLean,40.6414237,-88.7834001
Gibson City,Ford,40.4584275,-88.384603
Rosemont,Saint Clair,38.6269947,-90.0973298
Westview,Saint Clair,38.5369956,-90.1017753
Evergreen Park,Cook,41.720589,-87.7017175
Floraville,Saint Clair,38.3764401,-90.0562193
Tamaroa,Perry,38.137828,-89.2300807
Paris,Edgar,39.611146,-87.6961374
Okawville,Washington,38.4342164,-89.5503676
Gilman,Iroquois,40.7667015,-87.992262
Otterville,Jersey,39.0506032,-90.3984486
Golf,Cook,42.058918,-87.7925629
Harristown,Macon,39.8539279,-89.0839704
Ewing,Franklin,38.0886603,-88.852287
North City,Franklin,37.9917041,-89.0634786
Woodstock,McHenry,42.3147436,-88.4487021
Oconee,Shelby,39.2855984,-89.1075792
West City,Franklin,37.9939386,-88.9350692
Rushville,Schuyler,40.1211577,-90.5631829
Tuscola,Douglas,39.7991986,-88.2831038
York Center,DuPage,41.8569744,-87.9878421
Tilton,Vermilion,40.0953144,-87.6475213
Burlington,Kane,42.0528038,-88.5481412
Ludlow,Champaign,40.3869787,-88.1275437
Bluford,Jefferson,38.3308817,-88.7258912
Dowell,Jackson,37.9397727,-89.2378608
Benton,Franklin,37.9967163,-88.9200685
Kilbourne,Mason,40.1519897,-90.0101153
Donnellson,Bond,39.027824,-89.4734175
Shiloh,Saint Clair,38.5614383,-89.8973233
Keithsburg,Mercer,41.0994792,-90.942643
Fox River Grove,McHenry,42.2008575,-88.2145259
Virgil,Kane,41.9558606,-88.5373047
Ottawa,La Salle,41.3455892,-88.8425769
Rosiclare,Hardin,37.4236626,-88.3461483
Warrensburg,Macon,39.9328162,-89.0620278
Venice,Madison,38.6722727,-90.169832
Bartonville,Peoria,40.6503158,-89.6520455
Barry,Pike,39.6942135,-91.0390246
Chicago,Cook,41.850033,-87.6500523
Pana,Christian,39.3889311,-89.0800809
River Forest,Cook,41.8978091,-87.8139483
Poag,Madison,38.7969925,-90.0389936
Coffeen,Montgomery,39.0892128,-89.3906379
Media,Henderson,40.7750395,-90.8320824
Eldorado,Saline,37.8136583,-88.4381029
West Salem,Edwards,38.5208829,-88.0047565
Brookfield,Cook,41.8239203,-87.8517253
Wood Dale,DuPage,41.9633625,-87.9789562
Toulon,Stark,41.0936482,-89.8648284
Maroa,Macon,40.0364257,-88.957026
Hillcrest,Ogle,41.9511398,-89.0645413
Franklin Park,Cook,41.9353084,-87.865618
Milan,Rock Island,41.453089,-90.5720803
Shumway,Effingham,39.1850417,-88.6522771
Western Springs,Cook,41.8097533,-87.9006155
Oak Forest,Cook,41.6028116,-87.7439384
Lawrence,McHenry,42.4411294,-88.6412113
Carpentersville,Kane,42.1211364,-88.2578582
Roodhouse,Greene,39.4839361,-90.3715105
Belgium,Vermilion,40.0614255,-87.6380766
Galatia,Saline,37.8406038,-88.6092215
Holiday Hills,McHenry,42.2900226,-88.2248064
Preston Heights,Will,41.4916977,-88.0817244
Dakota,Stephenson,42.3886272,-89.526227
Willisville,Perry,37.9839401,-89.5895415
Lockport,Will,41.5894753,-88.057837
El Dara,Pike,39.6225468,-90.9918007
Mount Sterling,Brown,39.9872707,-90.763463
Mackinaw,Tazewell,40.5369829,-89.3575913
Ursa,Adams,40.0747682,-91.3673712
Campbell Hill,Jackson,37.9300513,-89.5489852
Mitchellsville,Saline,37.6506042,-88.5378274
Kaskaskia,Randolph,37.9214413,-89.9131643
Anna,Union,37.4603274,-89.2470282
Palos Heights,Cook,41.6680885,-87.7964416
Waterman,DeKalb,41.7716963,-88.7736942
Mechanicsburg,Sangamon,39.8094911,-89.3973121
Bismarck,Vermilion,40.2639253,-87.6080755
Buffalo,Sangamon,39.852547,-89.4087032
Sainte Marie,Jasper,38.9322661,-88.0233685
Sorento,Bond,38.998935,-89.5736984
Springerton,White,38.1794917,-88.3542124
Viola,Mercer,41.2030911,-90.5870792
Romeoville,Will,41.6475306,-88.0895061
Lovington,Moultrie,39.71559,-88.6325641
Mulberry Grove,Bond,38.925046,-89.2689626
Wellington,Iroquois,40.5392032,-87.6800257
Galva,Henry,41.167537,-90.0426136
Northfield,Cook,42.09975,-87.7808967
Ridge Farm,Vermilion,39.8955918,-87.6519669
Rockport,Pike,39.5389355,-91.0087457
Markham,Cook,41.5936453,-87.6947699
Wilmington,Will,41.3078094,-88.1467243
Tinley Park,Cook,41.5733669,-87.7844944
East Dundee,Kane,42.0989145,-88.2714689
Seatonville,Bureau,41.3647575,-89.2764763
Du Bois,Washington,38.223939,-89.2123011
Bedford Park,Cook,41.7628101,-87.8000551
Alsip,Cook,41.6689223,-87.7386619
Dallas City,Hancock,40.6361527,-91.1673681
Rinard,Wayne,38.5706035,-88.4656042
Bement,Piatt,39.9219782,-88.572008
Midlothian,Cook,41.6253116,-87.7175491
Bloomingdale,DuPage,41.9575285,-88.0809036
Burgess,Mercer,41.1272583,-90.6415252
Arrowsmith,McLean,40.4494787,-88.6317305
Elizabethtown,Hardin,37.4458846,-88.3050357
Carbon Hill,Grundy,41.2969763,-88.3000634
Hooppole,Henry,41.5222555,-89.9098306
Hardin,Calhoun,39.1567149,-90.6178995
Clinton,De Witt,40.1536479,-88.9645253
Fults,Monroe,38.1661647,-90.2159496
Dolton,Cook,41.6389236,-87.607268
Joppa,Massac,37.2064423,-88.8447822
Lake Ka-Ho,Macoupin,39.0997693,-89.7470374
Esmond,DeKalb,42.0336383,-88.9356512
Klondike,Lake,42.424187,-88.1492515
Ohio,Bureau,41.5575349,-89.4609276
Benld,Macoupin,39.0928246,-89.8039845
Stockton,Jo Daviess,42.3497355,-90.0067917
Mounds,Pulaski,37.1142176,-89.197853
Park City,Lake,42.3483554,-87.8842397
Montrose,Effingham,39.1653182,-88.3792116
Roselle,DuPage,41.9847505,-88.0797933
Norris,Fulton,40.6258717,-90.0320607
South Roxana,Madison,38.8294924,-90.0628834
Assumption,Christian,39.5203188,-89.0489712
Darien,DuPage,41.7519754,-87.9739494
Carmi,White,38.0908796,-88.1586488
Winchester,Scott,39.6297689,-90.4562355
Malden,Bureau,41.4244797,-89.3692566
North Pekin,Tazewell,40.6150384,-89.6223229
Prairie View,Lake,42.1991913,-87.9556284
Mount Carroll,Carroll,42.0950233,-89.9781797
Henning,Vermilion,40.3050364,-87.7008567
Sandoval,Marion,38.6156043,-89.1142343
Jeffersonville,Wayne,38.4423957,-88.4039719
Wilton Center,Will,41.3514208,-87.9597728
Allendale,Wabash,38.5267143,-87.7097495
Wheeler,Jasper,39.0467094,-88.3164319
Thebes,Alexander,37.2208838,-89.4609209
East Galesburg,Knox,40.9478158,-90.3101264
Concord,Morgan,39.8167136,-90.3729016
Naples,Scott,39.7572686,-90.6073489
Genoa,DeKalb,42.097248,-88.6928688
Sparta,Randolph,38.1231053,-89.7017658
Stallings,Madison,38.7247712,-90.0631612
Smithton,Saint Clair,38.4086616,-89.9920501
Balcom,Union,37.4131056,-89.2061922
Tampico,Whiteside,41.63031,-89.7862177
Chesterville,Douglas,39.7033662,-88.391163
Columbus,Adams,39.9881027,-91.1468068
Deer Creek,Tazewell,40.6300374,-89.3325886
Lincolnwood,Cook,42.0044757,-87.7300594
Knollwood,Lake,42.2861339,-87.8856275
Homer,Champaign,40.0347569,-87.9580892
Woodhull,Henry,41.1789256,-90.3159582
Kirkland,DeKalb,42.0925258,-88.8512063
Gays,Moultrie,39.4580898,-88.4939406
Rardin,Coles,39.6042011,-88.1017056
Le Roy,McLean,40.3519795,-88.764237
Roanoke,Woodford,40.7961465,-89.1973042
Reynolds,Rock Island,41.3297558,-90.670416
New Douglas,Madison,38.9700463,-89.6664793
Chicago Heights,Cook,41.506146,-87.6355995
Glenwood,Cook,41.5425349,-87.6022658
Penfield,Champaign,40.3033684,-87.9467009
Winslow,Stephenson,42.4925096,-89.7923428
Campton Hills,Kane,41.93749,-88.397849
Worden,Madison,38.9314354,-89.838986
Collison,Vermilion,40.2250359,-87.8039159
Alexis,Warren,41.0633703,-90.5559675
Wood River,Madison,38.861159,-90.0976069
Milton,Pike,39.5644921,-90.6504043
Tower Lakes,Lake,42.2315314,-88.1538298
La Grange,Cook,41.8050314,-87.8692254
West Dundee,Kane,42.0980812,-88.2828581
Glencoe,Cook,42.1350268,-87.7581188
Fidelity,Jersey,39.1528243,-90.1645547
Manteno,Kankakee,41.2505881,-87.8314324
Collinsville,Madison,38.6703267,-89.9845476
Tilden,Randolph,38.2119935,-89.6825971
Evansville,Randolph,38.0903289,-89.9384406
Philo,Champaign,40.0069761,-88.1580999
Shobonier,Fayette,38.869491,-89.0886763
Forest Lake,Lake,42.2075244,-88.0556323
Elwood,Will,41.4039201,-88.1117242
Creal Springs,Williamson,37.6194946,-88.8367311
Palmyra,Macoupin,39.4347699,-89.9959401
Mount Prospect,Cook,42.0664167,-87.9372908
German Valley,Stephenson,42.2155786,-89.4734459
Lansing,Cook,41.5647575,-87.538931
Prospect Heights,Cook,42.0953049,-87.9375694
Latham Park,Winnebago,42.3683511,-89.0628854
Henderson,Knox,41.0250376,-90.356239
Sidney,Champaign,40.0250332,-88.0733729
Stewardson,Shelby,39.263096,-88.6297778
Allenville,Moultrie,39.5555892,-88.5297779
De Pue,Bureau,41.32247978,-89.3093367
Golden Eagle,Calhoun,38.8933835,-90.5790095
Vandalia,Fayette,38.960601,-89.0936778
Compton,Lee,41.6944753,-89.0812008
Papineau,Iroquois,40.9691999,-87.7164241
Grandview,Sangamon,39.8164391,-89.6187102
Beecher City,Effingham,39.1880983,-88.7867278
Neponset,Bureau,41.29587,-89.7903802
Hutsonville,Crawford,39.1094852,-87.6564145
Dongola,Union,37.3611615,-89.1659117
Bath,Mason,40.1933784,-90.1409523
New Holland,Logan,40.1847671,-89.580938
Macedonia,Hamilton,38.0519929,-88.7053365
Mason,Effingham,38.9531001,-88.6236615
Parkersburg,Richland,38.5897711,-88.0567031
Odin,Marion,38.617271,-89.0522867
White Ash,Williamson,37.7894941,-88.9247917
Sublette,Lee,41.6430884,-89.2278681
Johnsburg,McHenry,42.3800209,-88.2420315
Wyanet,Bureau,41.3653141,-89.5839847
Iola,Clay,38.8344904,-88.6281064
Henry,Marshall,41.1114249,-89.3564776
Winnebago,Winnebago,42.2661312,-89.2412202
Burbank,Cook,41.7339215,-87.7794981
Sleepy Hollow,Kane,42.0941923,-88.3025807
Ladd,Bureau,41.3825348,-89.2189748
Wamac,Marion,38.5089381,-89.1406267
Greenfield,Greene,39.3436577,-90.2126145
Saint Johns,Perry,38.0308837,-89.2409157
Warren,Jo Daviess,42.4963957,-89.9895681
McLean,McLean,40.3144833,-89.169809
Prairie du Rocher,Randolph,38.0831081,-90.0959463
Centralia,Marion,38.5250491,-89.1334037
Thomson,Carroll,41.9589158,-90.0992924
Flanagan,Livingston,40.8780891,-88.8611818
River Grove,Cook,41.9258642,-87.8358943
Augusta,Hancock,40.2300454,-90.9501342
Keenes,Wayne,38.3381039,-88.6431108
Brooklyn,Saint Clair,38.6586617,-90.1659431
Littleton,Schuyler,40.2339337,-90.6223505
Gorham,Jackson,37.718384,-89.4859292
Pistakee Highlands,McHenry,42.4086315,-88.2064755
Clark Center,Clark,39.3625365,-87.781974
Lenzburg,Saint Clair,38.287271,-89.8173229
Cahokia,Saint Clair,38.5708849,-90.1901113
Kappa,Woodford,40.6758686,-89.007852
Muddy,Saline,37.7650477,-88.5167173
Alpha,Henry,41.1917031,-90.3801274
Brookport,Massac,37.1236664,-88.6303267
Jamaica,Vermilion,39.9911467,-87.8066939
Ellisville,Fulton,40.6267064,-90.3051249
Thomasboro,Champaign,40.2417001,-88.1842134
Carrier Mills,Saline,37.6842156,-88.6328326
Jacksonville,Morgan,39.733936,-90.2290098
Flora,Clay,38.6689364,-88.4856042
West Union,Clark,39.2158724,-87.6661375
Chapin,Morgan,39.7658796,-90.3990129
Towanda,McLean,40.5639242,-88.8989607
Millbrook,Kendall,41.5983635,-88.5528521
Millington,Kendall,41.5625305,-88.5984075
Havana,Mason,40.3000428,-90.0609506
Millstadt,Saint Clair,38.4614404,-90.0917755
Oak Lawn,Cook,41.7108662,-87.7581081
Kampsville,Calhoun,39.2978255,-90.6090117
Walnut Hill,Marion,38.4772714,-89.0434002
